項次,事業單位名稱,違反法令條款,違反法規內容,處分書文號,處分日期
6,春霖服務有限公司,勞基法第32條第2項,延長工作時間超過法令規定。,府勞動字第1020032226號,102年2月1日
7,陳深安（即保證責任彰化縣韭菜生產合作社）,勞基法第21條第1項、第24條,"未達基本工資。延長工作時間未依規定加給工資。",府勞動字第1020037395號,102年2月2日
8,嘉茂電器工程有限公司,勞基法第30條第5項,未依規定置備勞工出勤紀錄表。,府勞動字第1020037786號,102年2月7日
9,有限責任彰化縣信豪勞動合作社,勞基法第30條第5項,未依規定置備勞工出勤紀錄表。,府勞動字第1020041262號,102年2月20日
10,鈞成金屬股份有限公司,勞基法第39條,假日工資未給或於休假日工作未依規定加給工資。,府勞動字第1020054658號,102年2月25日
11,永豐餘工業用紙股份有限公司,勞基法第32條第2項,延長工作時間超過法令規定。,府勞動字第1020049719號,102年2月25日
12,名億陽工業有限公司,勞基法第24條,延長工作時間未依規定加給工資。,府勞動字第1020057009號,102年2月27日
