項次,事業單位名稱,違反法令條款,違反法規內容,處分書文號,處分日期
1,好傢在有限公司,勞基法第24條,延長工作時間未依規定加給工資。,府勞動字第1030044702號,103年2月19日
1,好傢在有限公司,勞基法第36條,未依規定每七日中未有一日之休息作為例假。,府勞動字第1030044702號,103年2月19日
2,三五橡膠廠股份有限公司,勞基法第32條第2項,延長工作時間超過法令規定。,府勞動字第1030046776號,103年2月19日
