檔名,原始網址,截圖網址,備註
100_07-12.csv,http://www.miaoli.gov.tw/labor_affairs/normalIndex.php?forewordTypeID=0&frontTitleMenuID=3844,https://www.evernote.com/pub/view/nansenat16/no-LSA/44a6ebdc-76a0-4888-9e31-3253519a91e7?locale=zh_TW
102.csv,http://www.miaoli.gov.tw/labor_affairs/normalIndex.php?forewordTypeID=0&frontTitleMenuID=3844,https://www.evernote.com/shard/s129/sh/f26efefb-7e1b-4ae1-859d-2d64eff79d21/bccbc90793f1822b11146dda8b716c80,102年資料
