檔名,原始網址,截圖網址,備註
101_06-12.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/pub/view/nansenat16/no-LSA/f9618bb0-3fba-4cf9-b8ba-deb2c4a44ccf?locale=zh_TW#b=58467a7a-2e6a-4327-ad9b-3f90780787e1&st=p&n=f9618bb0-3fba-4cf9-b8ba-deb2c4a44ccf
102_02.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/38695e56-01e3-4865-9c4b-6d0c7b0a69fa/1010031eed2a01e4d8b6a843ebbccb51
102_05.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/a5359c5f-a102-478c-9551-b6b6266409d0/c915399d6a83e48b8c576fd3016dfb88
102_07.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/6d486a45-3ad6-45f8-9eca-b599817ca356/72c003057426d2335f310c0ce4c23f18
102_08.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/1ce42e3a-aec2-408b-9c00-213735b2329c/aabc9a5df4f2e04acec5815f52f660bf
102_10.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/b2dcaf95-f207-4671-ba8e-3f26aa6747ba/dc25f392836707a524a5971c242af339
102_12.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/9995316c-e96f-4cf0-985f-cf7e1f46c293/46a63357b46aa57f2b9fea6f98cceb3d
103_02.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/44d96513-76c3-48cf-a9fd-5621523c0c3c/ab0642db7616c3dd471a79761b3bd2a1,103/2 違反勞動基準法事業單位
103_04.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/b2771f7a-c809-4281-8a3e-8817d9742f91/b3240fe7d7a28316129852eb9750a918
103_06.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/389abc96-5c49-4132-b9d0-67332cd790e5/acd1e6d05f6ad044bfad5633146b26fa
103_08.csv,http://www.labor.taichung.gov.tw/ct.asp?xItem=55333&CtNode=7169&mp=117010,https://www.evernote.com/shard/s129/sh/2ec27bb1-7c8b-4e33-9332-3d8d0872b878/a5b33f55c7bb7ad8c9f0983ab8415c91
