公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
104/05/05,103/08/15,府勞動字第10333791600號,有限責任臺北市原住民營建勞務勞動合作社,王英豔,勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第39條,正常工作時間超過法令規定。;每七日中未有一日之休息作為例假。;假日工資未給或於休假日工作未依規定加給工資。,勞動部104年4月1日勞動法訴字第1030027772號訴願駁回
104/05/05,103/08/15,府勞動字第10333792100號,辰亞興業股份有限公司,邵春敏,勞動基準法第13條;勞動基準法第24條;勞動基準法第37條;勞動基準法第59條第1項第1款;勞動基準法第59條第1項第2款,於職業災害醫療期間，與勞工終止勞動契約。;延長工作時間未依規,勞動部104年4月1日勞動法訴字第1030029487號訴願駁回
104/05/05,103/08/26,府勞動字第10333939500號,財團法人商業發展研究院,徐重仁,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。,勞動部104年4月7日勞動法訴字第10300286883號訴願駁回
104/05/05,103/09/01,府勞動字第10335228900號,瓷微科技股份有限公司,曾明煌,勞動基準法第27條,限期令其改善仍未改善。,勞動部104年4月9日勞動法訴字第1030031657號訴願駁回
104/05/05,103/09/02,府勞動字第10333992600號,康福旅行社股份有限公司,黃明峰,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。,勞動部104年4月8日勞動法訴字第1030028995號訴願駁回
104/05/05,103/10/02,府勞動字第10334889000號,壹傳媒電視廣播股份有限公司,練台生,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第49條第5項,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。;使勞工於妊娠期間於午後10時工作,
104/05/05,103/10/06,府勞動字第10335914200號,儀大股份有限公司,莊明勳,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/05/05,104/02/06,府勞動字第10338754200號,萬寶開發顧問股份有限公司,張開忠,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/05/05,104/03/02,府勞動字第10338346300號,國泰醫療財團法人國泰綜合醫院,林志明,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/05/05,104/03/02,府勞動字第10338802800號,宣麥食品股份有限公司,高志明,勞動基準法第30條第1項;勞動基準法第30條第5項;勞動基準法第32條第2項,正常工作時間超過法令規定。;未依規定置備勞工出勤紀錄表。延長工作時間超過法令規定。,
104/05/05,104/03/03,府勞動字第10338326800號,陳慶陽（即昇陽茶坊）,,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/05/05,104/03/03,府勞動字第10430028100號,天廚菜館有限公司,陳虎符,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/05/05,104/03/03,府勞動字第10430035000號,沛萌股份有限公司,邱志鴻,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/05/05,104/03/03,府勞動字第10430019800號,北都汽車股份有限公司,周欽賢,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/05/05,104/03/03,府勞動字第10338975800號,梅村大眾食堂有限公司,永連生,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/05/05,104/03/04,府勞動字第10338326700號,光華巴士股份有限公司,廖美英,勞動基準法第36條;勞動基準法第32條第2項,每七日中未有一日之休息作為例假。;延長工作時間超過法令規定。,
104/05/05,104/03/04,府勞動字第10338725100號,臺北大眾捷運股份有限公司,賀陳旦,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/05/05,104/03/04,府勞動字第10430923200號,新願景股份有限公司,金國誠,勞動基準法第37條;勞動基準法第23條第1項,依規定應放假之日未予休假。;未依規定給予特別休假。;工資未定期給付勞工。,
104/05/05,104/03/04,府勞動字第10338974200號,元味丹尼股份有限公司,柳述勇,勞動基準法第30條第1項;勞動基準法第36條,正常工作時間超過法令規定。;每七日中未有一日之休息作為例假。,
104/05/05,104/03/05,府勞動字第10430044100號,李效唐（即全國動物醫院台北分院）,,勞動基準法第37條,依規定應放假之日未予休假。,
104/05/05,104/03/05,府勞動字第10430043800號,五嶽保全股份有限公司,劉莉淇,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。,
104/05/05,104/03/05,府勞動字第10338635700號,九和汽車股份有限公司,宗成道,勞動基準法第24條;勞動基準法第30條第1項,延長工作時間未依規定加給工資。;正常工作時間超過法令規定。,
104/05/05,104/03/05,府勞動字第10338789900號,亦登有限公司,劉淑平,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/05/05,104/03/05,府勞動字第10430025200號,臺北市立萬芳醫院-委託財團法人臺北醫學大學辦理,李飛鵬,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/05/05,104/03/05,府勞動字第10430016900號,澳亞數位媒體股份有限公司,來俊良,勞動基準法第23條第1項;勞動基準法第32條第1項,工資未定期給付勞工。;延長工作時間不符法定要件,
104/05/05,104/03/06,府勞動字第10338975000號,創今服裝有限公司,盧漢忠,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
