公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
105/04/25,104/05/26,府勞動字第10432263200號,社團法人台灣國際創意及科技協會,楊泰順,勞動基準法第22條第2項,工資未全額給付給勞工,
105/04/25,104/07/06,府勞動字第10433370600號,瀚亞證券投資信託股份有限公司,施瑞凱,勞動基準法第22條第2項勞動基準法第32條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間超過法令規定;延長工作時間未依規定加給工資,
105/04/25,104/08/19,府勞動字第10434806500號,大日開發有限公司,蘇幸福,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
105/04/25,104/08/19,府勞動字第10435867000號,薇閣旅館股份有限公司,許調謀,勞動基準法第37條,依規定應放假之日未予休假,
105/04/25,104/08/19,府勞動字第10432240800號,嘉賀保全股份有限公司,李大明,勞動基準法第59條第1項第2款,勞工在醫療中不能工作時，雇主未按其原領工資數額予以補償,
105/04/25,104/08/24,府勞動字第10436692000號,臺北汽車客運股份有限公司,李博文,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/04/25,104/09/01,府勞動字第10434799200號,東京都保全股份有限公司,吉田裕幸,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,104/09/01,府勞動字第10434799300號,卓昇有限公司,房日祥,勞動基準法第30條第5項;勞動基準法第38條,未依規定置備勞工出勤紀錄;未依規定給予特別休假,
105/04/25,104/09/14,府勞動字第10435911800號,碧水珠生活百貨股份有限公司,林苡謦,勞動基準法第27條,雇主未按期依主管機關之期限給付工資,
105/04/25,104/09/18,府勞動字第10434851500號,波麗路餐廳有限公司,廖英鈞,勞動基準法第22條第2項;勞動基準法第30條第1項;勞動基準法第30條第5項;勞動基準法第36條;勞動基準法第37條,工資未全額給付給勞工;正常工時超過法令規定;未依規定置備勞工出勤紀錄;每七日中未有一日之休息作為例假;依規定應放假之日未予休假,
105/04/25,104/10/02,府勞動字第10435048200號,香味股份有限公司,楊文慶,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第35條,工資未全額給付給勞工;延長工作時間未依規定加給工資;勞工繼續工作四小時，未給予至少三十分鐘之休息,
105/04/25,104/10/06,府勞動字第10436027500號,意茂股份有限公司,郭紹華,勞動基準法第32條第1項,延長勞工工作時間未經工會或勞資會議同意,
105/04/25,104/10/13,府勞動字第10437908700號,快航海運承攬運送有限公司,王萱,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,104/10/20,府勞動字第10435969500號,仲華餐飲股份有限公司,古珈榕,勞動基準法第30條第1項,正常工時超過法令規定,
105/04/25,104/11/05,府勞動字第10435570600號,何室芳（即佳香鐵板便當店）,,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,
105/04/25,104/11/11,府勞動字第10435576400號,香港商邁克爾高司有限公司台灣分公司,李成傑,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,104/11/13,府勞動字第10435577400號,鑀德恩企業股份有限公司,施世凱,勞動基準法第32條第2項;勞動基準法第30條第1項,延長工作時間超過法令規定;正常工時超過法令規定,
105/04/25,104/11/19,北市勞動字第10436187800號,匠運企業有限公司,黃世能,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第37條,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;依規定應放假之日未予休假,
105/04/25,104/11/23,北市勞動字第10437915600號,三井日本料理餐廳有限公司,黃奕瑞,勞動基準法第65條第1項,與技術生簽訂書面訓練契約未送主管機關備案,
105/04/25,104/11/25,北市勞動字第10436194300號,財團法人人本教育文教基金會,史英,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,104/12/01,北市勞動字第10438088200號,創見資訊股份有限公司,束崇萬,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,104/12/02,北市勞動字第10436213600號,威爾斯美語股份有限公司,翁一緯,勞動基準法第23條第1項;勞動基準法第24條;勞動基準法第30條第1項,工資未定期給付勞工;延長工作時間未依規定加給工資;正常工時超過法令規定,
105/04/25,104/12/03,北市勞動字第10438010000號,春天素食餐廳股份有限公司,朱秀卿,勞動基準法第36條;勞動基準法第37條;勞動基準法第38條;勞動基準法第30條第1項,每七日中未有一日之休息作為例假;依規定應放假之日未予休假;未依規定給予特別休假;正常工時超過法令規定,
105/04/25,104/12/08,北市勞動字第10436194500號,櫻革國際有限公司,林伯彥,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第49條第1項,工資未全額給付給勞工;延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/04/25,104/12/08,北市勞動字第10440150100號,台新國際商業銀行股份有限公司,吳東亮,勞動基準法第22條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間未依規定加給工資,
105/04/25,104/12/14,北市勞動字第10440152600號,東門鴨莊有限公司,陳載聞,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,工資未全額給付給勞工;延長工作時間未依規定加給工資;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/04/25,104/12/15,北市勞動字第10440565600號,臺北市私立宏安老人長期照顧中心,胡禎育,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
105/04/25,104/12/16,北市勞動字第10436227300號,建明汽車客運股份有限公司,黃竹發,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/04/25,104/12/16,北市勞動字第10436212600號,英屬蓋曼群島商譜瑞科技股份有限公司台灣分公司,楊國賓,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,104/12/21,北市勞動字第10436244100號,恒暉國際有限公司,李志恒,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,104/12/21,北市勞動字第10436229000號,晶實科技股份有限公司,郭台強,勞動基準法第32條第2項;勞動基準法第37條;勞動基準法第30條第1項,延長工作時間超過法令規定;依規定應放假之日未予休假;正常工時超過法令規定,
105/04/25,104/12/28,北市勞動字第10436269400號,萬成航空科技股份有限公司,曹美香,勞動基準法第22條第2項;勞動基準法第30條第5項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄,
105/04/25,105/01/12,北市勞動字第10436349200號,沅利建設股份有限公司,江繆金照,勞動基準法第22條第2項,工資未全額給付給勞工,
105/04/25,105/01/15,北市勞動字第10439545400號,美特多股份有限公司,趙福生,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/04/25,105/02/01,北市勞動字第10439620000號,忻慈健康事業股份有限公司,郭美敏,勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第37條,正常工時超過法令規定;每七日中未有一日之休息作為例假;依規定應放假之日未予休假,
105/04/25,105/02/01,北市勞動字第10439610400號,蒙帝那生物科技有限公司,羅昱生,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,105/02/01,北市勞動字第10439595200號,力譔堂整合行銷股份有限公司,歐陽穎華,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/04/25,105/02/01,北市勞動字第10439582800號,佳德糕餅有限公司,林月英,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/04/25,105/02/01,北市勞動字第10439640400號,游淑芳（即騰越寢飾行）,,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/04/25,105/02/01,北市勞動字第10531139900號,中鼎化工股份有限公司,張文彬,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,105/02/01,北市勞動字第10439628900號,地平線國際蔬果有限公司,陳耀鑫,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
105/04/25,105/02/01,北市勞動字第10531098500號,福利麵包食品有限公司,尹玉傑,勞動基準法第36條;勞動基準法第39條,每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/04/25,105/02/01,北市勞動字第10439655600號,郭家鳴（即微媞時尚診所）,,勞動基準法第22條第2項,工資未全額給付給勞工,
105/04/25,105/02/01,北市勞動字第10531160300號,路益股份有限公司,黃俊榮,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第70條,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;未訂立工作規則報主管機關核備並公開揭示之,
105/04/25,105/02/01,北市勞動字第10439583200號,奇異亞洲醫療設備股份有限公司,黃福榮,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,105/02/01,北市勞動字第10439678500號,中天電視股份有限公司,馬詠睿,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,105/02/02,北市勞動字第10439578400號,福輪汽車股份有限公司,蔡奇?,勞動基準法第30條第1項;勞動基準法第24條;勞動基準法第37條,正常工時超過法令規定;延長工作時間未依規定加給工資;依規定應放假之日未予休假,
105/04/25,105/02/02,北市勞動字第10439643500號,阿默企業有限公司,周麗秀,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/04/25,105/02/02,北市勞動字第10439662900號,都城實業股份有限公司,韓家宇,勞動基準法第30條第1項;勞動基準法第30條第5項,正常工時超過法令規定;未依規定置備勞工出勤紀錄,
105/04/25,105/02/02,北市勞動字第10439633700號,袁永定（即橘色涮涮屋火鍋）,,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
105/04/25,105/02/03,北市勞動字第10439627600號,天鼎餐飲事業股份有限公司,莊雅清,勞動基準法第30條第1項;勞動基準法第70條,正常工時超過法令規定;未訂立工作規則報主管機關核備並公開揭示之,
105/04/25,105/02/03,北市勞動字第10439644200號,元鼎國際企業股份有限公司,林明祥,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,105/02/04,北市勞動字第10439640500號,新光醫療財團法人新光吳火獅紀念醫院,侯勝茂,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;每七日中未有一日之休息作為例假,
105/04/25,105/02/04,北市勞動字第10439634200號,羅氏大藥廠股份有限公司,彭士佳,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/04/25,105/02/05,北市勞動字第10439628800號,臺北市立聯合醫院,黃勝堅,勞動基準法第9條第1項;勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第35條,以定期契約雇用勞工從事繼續性工作;延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;勞工繼續工作四小時，未給予至少三十分鐘之休息,
105/04/25,105/02/15,北市勞動字第10439644000號,二十一世紀生活事業股份有限公司,王寶銘,勞動基準法第24條,延長工作時間未依規定加給工資,
105/04/25,105/02/15,北市勞動字第10439631600號,克麗比努爾國際有限公司,王沛晨,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
