公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
104/09/07,103/12/10,府勞動字第10338200900號,燦坤實業股份有限公司,閻俊傑,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,103/12/16,府勞動字第10337021700號,國立台灣大學生物資源暨農學院附設動物醫院,季昭華,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,103/12/19,府勞動字第10337020900號,東森電視事業股份有限公司,范瑞穎,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,103/12/22,府勞動字第10337740000號,嘉賀保全股份有限公司,李大明,勞動基準法第23條第2項,未依規定置備工資清冊。,
104/09/07,104/01/09,府勞動字第10337766900號,財團法人中央通訊社,陳國祥,勞動基準法第9條第1項,違反規定訂定定期契約,
104/09/07,104/06/26,府勞動字第10433439500號,內湖伍角船板餐廳有限公司,謝麗香,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/06/26,府勞動字第10432170900號,黛安芬國際股份有限公司,施安烈(Oliver M.Spiesshofer),勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/06/29,府勞動字第10433374400號,麥奇數位股份有限公司,楊正大,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/06/29,府勞動字第10433408300號,信驛郵通有限公司,林姿伶,勞動基準法第21條第1項,未達基本工資。,
104/09/07,104/06/29,府勞動字第10434208100號,伊林模特兒經紀股份有限公司,蔡紹中,勞動基準法第70條,雇主應訂立工作規則報請主管機關核備,
104/09/07,104/06/29,府勞動字第10433383200號,思慕昔餐飲有限公司,賴威光,勞動基準法第22條,工資未全額直接給付勞工。,
104/09/07,104/06/29,府勞動字第10433370800號,全菱電梯股份有限公司,田乾隆,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,104/06/29,府勞動字第10434769500號,潤隆建設股份有限公司,蔡聰賓,勞動基準法第37條,依規定應放假之日未予休假。,
104/09/07,104/06/29,府勞動字第10432171300號,雅特美有限公司,白力夫,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/06/30,府勞動字第10433040300號,安捷管理顧問股份有限公司,陳品?,勞動基準法第37條,依規定應放假之日未予休假。,
104/09/07,104/06/30,府勞動字第10433374600號,大新人力資源管理顧問有限公司,張添勇,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資。,
104/09/07,104/06/30,府勞動字第10432139800號,香港商聯寶電腦有限公司台灣分公司,王九鴻,勞動基準法第70條,雇主應訂立工作規則報請主管機關核備,
104/09/07,104/06/30,府勞動字第10433404000號,雄獅旅行社股份有限公司,王文傑,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/06/30,府勞動字第10433404100號,良福保全股份有限公司,郭永宗,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/06/30,府勞動字第10433041000號,法羅米國際開發有限公司,許馨予,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/06/30,府勞動字第10433401100號,奧維多整合行銷股份有限公司,陳秀鳳,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/06/30,府勞動字第10434766100號,台灣科德寶寶翎不織布股份有限公司,胡禮德,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/06/30,府勞動字第10433914800號,花旗(台灣)商業銀行股份有限公司,管國霖,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/06/30,府勞動字第10434769400號,安聯速運有限公司,邱月霞,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/06/30,府勞動字第10432175500號,和碩聯合科技股份有限公司,童子賢,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/01,府勞動字第10413107900號,林安琪（即英姿髮廊）,,勞動基準法第65條第1項,與技術生簽訂書面契約並送主管機關備案,
104/09/07,104/07/02,府勞動字第10434777900號,衛生福利部,蔣丙煌,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/02,府勞動字第10434775400號,鄭沛鳳（即萱妮髮姿店）,,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/02,府勞動字第10434775300號,香港商聯寶電腦有限公司台灣分公司,王九鴻,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/07/02,府勞動字第10434775600號,喬嵩實業有限公司,李鳳翔,勞動基準法第23條第1項,工資未定期給付勞工。,
104/09/07,104/07/03,府勞動字第10432208100號,顯榮國際股份有限公司,許天賜,勞動基準法第21條第1項,未達基本工資。,
104/09/07,104/07/03,府勞動字第10432238800號,潤來實業有限公司,莊錫弘,勞動基準法第21條第1項,未達基本工資。,
104/09/07,104/07/03,府勞動字第10433420800號,柏榮美術印刷工廠有限公司,張啟諒,勞動基準法第37條,依規定應放假之日未予休假。,
104/09/07,104/07/03,府勞動字第10433565400號,台灣日山電影有限公司,王曉琦,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/06,府勞動字第10433559900號,德翔海運股份有限公司,陳德勝,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/06,府勞動字第10434787300號,蕭育峻,,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/06,府勞動字第10433383100號,全方位雲端科技股份有限公司,魏懷良,勞動基準法第22條,工資未全額直接給付勞工。,
104/09/07,104/07/06,府勞動字第10401021600號,元三租車股份有限公司,陳金鐘,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/07/06,府勞動字第10434262100號,樺利綜合企業有限公司,王有財,勞動基準法第70條,雇主應訂立工作規則報請主管機關核備,
104/09/07,104/07/06,府勞動字第10432184000號,品天食品事業有限公司,許紀壯,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/06,府勞動字第10432190600號,張躍騰(即奧創髮藝名店),,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/07/07,府勞動字第10432238900號,本本國際有限公司,劉睿龍,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,104/07/07,府勞動字第10432202300號,台灣和民餐飲股份有限公司,島田裕之,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/07,府勞動字第10432202600號,瑞安堂生技藥品有限公司,劉彥宜,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/08,府勞動字第10433151000號,六福開發股份有限公司,莊村徹,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/08,府勞動字第10433413500號,克麗比努爾國際有限公司,王沛晨,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/07/08,府勞動字第10433370900號,貝崎股份有限公司,康美,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/07/09,府勞動字第10434637500號,陳素妹(即麗霖美髮屋),,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,104/07/09,府勞動字第10432221800號,巍昌兄弟股份有限公司,林峰立,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/09/07,104/07/09,府勞動字第10434798400號,上好小客車租賃有限公司,范錦增,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/07/09,府勞動字第10434424900號,異象醫藥公關有限公司,李靜蘭,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/09,府勞動字第10408166400號,國立臺灣師範大學,張國恩,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資。,
104/09/07,104/07/13,府勞動字第10432217900號,宏都金殿大飯店有限公司,羅富杰,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/13,府勞動字第10432217300號,寶泰通運股份有限公司,李沃耀,勞動基準法第7條第1項,未置備勞工名卡,
104/09/07,104/07/13,府勞動字第10432217100號,玉液科技有限公司,黃堂修,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/14,府勞動字第10433383500號,六四設計有限公司,林宗逸,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/09/07,104/07/14,府勞動字第10433394600號,寶騰國際貿易股份有限公司,陳礎研,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/07/14,府勞動字第10432217000號,鷹群股份有限公司,余振民,勞動基準法第32條,延長工作時間超過法令規定。,
104/09/07,104/07/14,府勞動字第10432217200號,江昱磊(即天樂創意行銷工作室),,勞動基準法第7條第1項,未置備勞工名卡,
104/09/07,104/07/14,府勞動字第10434809300號,台北市電腦商業同業公會,杜全昌,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,104/07/15,府勞動字第10434811500號,瑞陞傳播有限公司,曾禎,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/09/07,104/07/15,府勞動字第10434821000號,王藝瑾(即順安愛車坊),,勞動基準法第23條第2項,未依規定置備工資清冊。,
104/09/07,104/07/15,府勞動字第10432221600號,蔚思品牌管理有限公司,方碩蔚,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/15,府勞動字第10434431900號,魏琴(即福全護理之家),,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/09/07,104/07/15,府勞動字第10434431800號,廖月桂(即美信護理之家),,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/15,府勞動字第10435196700號,宗邁建築師事務所,陳邁,勞動基準法第37條,依規定應放假之日未予休假。,
104/09/07,104/07/16,府勞動字第10432226900號,美商安邁科技股份有限公司台灣分公司,曾志鴻,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/09/07,104/07/17,府勞動字第10433567700號,連結機械股份有限公司,王正雄,勞動基準法第9條第1項,違反規定訂定定期契約,
104/09/07,104/07/17,府勞動字第10433567600號,洪麗珊(即寶富記帳士事務所),,勞動基準法第23條第1項,工資未定期給付勞工。,
104/09/07,104/07/17,府勞動字第10432234800號,合和國際股份有限公司,李麗淑,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/09/07,104/07/17,府勞動字第10433404400號,台北花苑有限公司,林美曄,勞動基準法第36條,每七日中未有一日之休息作為例假。,
