公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
104/10/05,104/03/26,府勞動字第10430073400號,棉花田生機園地股份有限公司,路孔明,勞動基準法第30條第1項。;勞動基準法第37條。,正常工作時間超過法令規定。;依規定應放假之日未予休假。,
104/10/05,104/03/06,府勞動字第10438355700號,家福股份有限公司,康柏德(Patrick GANAYE),勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/03/26,府勞動字第10433374400號,美倫興業有限公司,張有龍,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/03/26,府勞動字第10430065900號,韓商淘氣貓股份有限公司,梁盛宇,勞動基準法第30條第1項。;勞動基準法第30條第5項。,正常工作時間超過法令規定。;未依規定置備勞工出勤紀錄表。,
104/10/05,104/07/27,府勞動字第10433420900號,中興航空股份有限公司,楊壽芝,勞動基準法第22條第2項,工資未全額給付給勞工,
104/10/05,104/07/28,府勞動字第10433429900號,保瑞藥業股份有限公司,盛保熙,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/07/28,府勞動字第10434843100號,台北市私立聯合汽車駕駛人訓練班,李長蔚,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/07/28,府勞動字第10401126100號,亞太電信股份有限公司,呂芳銘,勞動基準法第30條第5項。;勞動基準法第32條第2項。,未依規定置備勞工出勤紀錄表。;延長工作時間超過法令規定。,
104/10/05,104/07/29,府勞動字第10434991300號,合和國際股份有限公司,李麗淑,勞動基準法第70條,雇主應訂立工作規則報請主管機關核備,
104/10/05,104/07/29,府勞動字第10434776700號,英屬維爾京群島商莎莎國際股份有限公司台北分公司,黃雅琳,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/07/29,府勞動字第10433399800號,樺利綜合企業有限公司,王有財,勞動基準法第30條第5項。;勞動基準法第32條第2項。,未依規定置備勞工出勤紀錄表。;延長工作時間超過法令規定。,
104/10/05,104/07/29,府勞動字第10434780700號,?得屋食品有限公司,陳美雲,勞動基準法第21條第1項,未達基本工資,
104/10/05,104/07/30,府勞動字第10434853900號,穴吹東海保全股份有限公司,新宮章弘,勞動基準法第38條,未依規定給予特別休假,
104/10/05,104/07/30,府勞動字第10434851700號,日酩樓食品有限公司,叢銘宏,勞動基準法第36條,每七日中未有一日之休息作為例假,
104/10/05,104/07/30,府勞動字第10433395900號,中華賓士汽車股份有限公司,劉禹策,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/07/30,府勞動字第10433383000號,寶寶咖啡廚房有限公司,林婷婷,勞動基準法第30條第1項。;勞動基準法第30條第5項。;勞動基準法第37條。,正常工作時間超過法令規定。;未依規定置備勞工出勤紀錄表。;依規定應放假之日未予休假。,
104/10/05,104/07/30,府勞動字第10436405800號,曾琤(即台北市私立美育音樂舞蹈短期補習班),,勞動基準法第9條第1項。;勞動基準法第30條第5項。,違反規定訂定定期契約。;未依規定置備勞工出勤紀錄表。,
104/10/05,104/07/30,府勞動字第10434743800號,潘玉蒨（即沛妮女子美容院）,,勞動基準法第30條第1項。;勞動基準法第36條,正常工作時間超過法令規定。;每七日中未有一日之休息作為例假。,
104/10/05,104/07/30,府勞動字第10436400100號,李亦勝(即炙氣小吃店),,勞動基準法第22條第2項,工資未全額給付給勞工,
104/10/05,104/08/03,府勞動字第10408207600號,林同棪工程顧問股份有限公司,戴忠,勞動基準法第37條,依規定應放假之日未予休假,
104/10/05,104/08/03,府勞動字第10408207700號,中棪管理顧問股份有限公司,陳玉璋,勞動基準法第37條,依規定應放假之日未予休假,
104/10/05,104/08/03,府勞動字第10435018300號,匯僑室內裝修設計有限公司,王秀卿,勞動基準法第36條,每七日中未有一日之休息作為例假,
104/10/05,104/08/03,府勞動字第10435018200號,第一商業銀行股份有限公司,蔡慶年,勞動基準法第24條。;勞動基準法第39條。,延長工作時間未依規定加給工資。;假日工資未給或於休假日工作未依規定加給工資。,
104/10/05,104/08/03,府勞動字第10433421400號,潔之方服務事業股份有限公司,黃昭贊,勞動基準法第22條第2項。;勞動基準法第39條。,工資未全額給付給勞工。;假日工資未給或於休假日工作未依規定加給工資。,
104/10/05,104/08/03,府勞動字第10435012000號,斐儷鑽坊有限公司,陳君毅,勞動基準法第38條,未依規定給予特別休假,
104/10/05,104/08/03,府勞動字第10435019300號,澳亞數位媒體股份有限公司,來俊良,勞動基準法第23條第1項。;勞動基準法第24條。,工資未定期給付勞工。;延長工作時間未依規定加給工資。,
104/10/05,104/08/03,府勞動字第10433436400號,亮相館影像文化股份有限公司,黃資敦,勞動基準法第22條第2項,工資未全額給付給勞工,
104/10/05,104/08/03,府勞動字第10433394500號,凌志股份有限公司,黃國斌,勞動基準法第7條第2項。;勞動基準法第23條第2項。;勞動基準法第30條第5項。,未置備勞工名卡。;未依規定置備工資清冊。;未依規定置備勞工出勤紀錄表。,
104/10/05,104/08/03,府勞動字第10433386700號,四知堂國際股份有限公司,陳超文,勞動基準法第22條第2項。;勞動基準法第30條第1項。;勞動基準法第30條第5項。;勞動基準法第32條第2項。;勞動基準法第35條。;勞動基準法第36條。,工資未全額給付給勞工。;正常工作時間超過法令規定。;未依規定置備勞工出勤紀錄表。;延長工作時間超過法令規定。;繼續工作4小時至少應有30分休息。;每七日中未有一日之休息作為例假。,
104/10/05,104/08/04,府勞動字第10435025700號,英屬維京群島商富迪音訊科技股份有限公司臺灣分公司,林菁,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/04,府勞動字第10433400900號,久輪車業有限公司,王麗美,勞動基準法第38條,未依規定給予特別休假,
104/10/05,104/08/05,府勞動字第10433425900號,展群營造股份有限公司,楊永剛,勞動基準法第24條。;勞動基準法第32條第2項。;勞動基準法第34條第1項。;勞動基準法第36條。;勞動基準法第38條。,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。;輪班未經勞工同意。;每七日中未有一日之休息作為例假。;未依規定給予特別休假。,
104/10/05,104/08/06,府勞動字第10433413600號,香港商世界健身事業有限公司,柯約翰,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/07,府勞動字第10435033200號,何昇休閒開發股份有限公司,禹介民,勞動基準法第32條第2項,延長工作時間超過法令規定,
104/10/05,104/08/07,府勞動字第10435041300號,財團法人台北市中國基督教靈糧世界佈道會士林靈糧堂,許本爵,勞動基準法第32條第2項,延長工作時間超過法令規定,
104/10/05,104/08/10,府勞動字第10433150700號,永悅醫療儀器有限公司,劉牧君,勞動基準法第22條第2項,工資未全額給付給勞工,
104/10/05,104/08/10,府勞動字第10433573000號,三商行股份有限公司,陳翔玢,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/10/05,104/08/10,府勞動字第10435058300號,創業家兄弟股份有限公司,郭書齊,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/10,府勞動字第10433424100號,三井工程股份有限公司,吳明輝,勞動基準法第30條第1項。;勞動基準法第30條第5項。,正常工作時間超過法令規定。;未依規定置備勞工出勤紀錄表。,
104/10/05,104/08/10,府勞動字第10433573300號,以斯拉企業有限公司,黃正光,勞動基準法第22條第2項。;勞動基準法第24條。;勞動基準法第30條第1項。;勞動基準法第35條。;勞動基準法第37條。;勞動基準法第39條。,工資未全額給付給勞工。;延長工作時間未依規定加給工資。;正常工作時間超過法令規定。;繼續工作4小時至少應有30分休息。;依規定應放假之日未予休假。;假日工資未給或於休假日工作未依規定加給工資。,
104/10/05,104/08/10,府勞動字第10434671000號,好美時尚診所,樊曦野,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/10,府勞動字第10434778300號,蔡碧琴（即富華食品商行）,,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/11,府勞動字第10434966900號,昇顥工程有限公司,蘇怡安,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/11,府勞動字第10433413800號,鑫集星傳播有限公司,姜玲,勞動基準法第30條第5項。;勞動基準法第36條。,未依規定置備勞工出勤紀錄表。;每七日中未有一日之休息作為例假。,
104/10/05,104/08/12,府勞動字第10433421000號,中華寬鴻有限公司,陳郁涵,勞動基準法第22條第2項。;勞動基準法第30條第5項。;勞動基準法第30條第1項。;勞動基準法第39條。;勞動基準法第43條。,工資未全額給付給勞工。;未依規定置備勞工出勤紀錄表。;正常工作時間超過法令規定。;假日工資未給或於休假日工作未依規定加給工資。;事假以外期間工資給付。,
104/10/05,104/08/14,府勞動字第10433575900號,李逸詩（即藍天凱悅大廈管理委員會）,,勞動基準法第32條第2項,延長工作時間超過法令規定,
104/10/05,104/08/14,府勞動字第10434964800,庫奧尼旅行社股份有限公司,李維斌,勞動基準法第32條第2項,延長工作時間超過法令規定,
104/10/05,104/08/14,府勞動字第10435050800號,橘點子股份有限公司,林健中,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/17,府勞動字第10433573400號,美商英瑞其生技股份有限公司台灣分公司,宋美蒔,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/10/05,104/08/17,府勞動字第10433573500號,閃銀有限公司,胡平洋,勞動基準法第24條。;勞動基準法第32條第2項,延長工作時間未依規定加給工資。;勞動基準法第32條第2項,
104/10/05,104/08/17,府勞動字第10433437700號,日月亭有限公司,王麗梅,勞動基準法第24條。;勞動基準法第32條第2項。;勞動基準法第39條。,延長工作時間未依規定加給工資。;延長工作時間超過法令規定。;假日工資未給或於休假日工作未依規定加給工資。,
104/10/05,104/08/17,府勞動字第10433575400號,英屬維京群島商李肇勳國際室內設計顧問股份有限公司台灣分公司,大衛貝普肯,勞動基準法第24條。;勞動基準法第32條第1項。,延長工作時間未依規定加給工資。;延長工作時間不符法定要件。,
104/10/05,104/08/17,府勞動字第10433575600號,林春秀（即唯你攝影工作坊）,,勞動基準法第30條第1項。;勞動基準法第32條第2項。;勞動基準法第36條。;勞動基準法第37條。,正常工作時間超過法令規定。;延長工作時間超過法令規定。;每七日中未有一日之休息作為例假。;依規定應放假之日未予休假。,
104/10/05,104/08/18,府勞動字第10432241100號,德明財經科技大學,徐守德,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/18,府勞動字第10434812300號,巨熊國際有限公司,張世明,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/18,府勞動字第10433884100號,洪偉盛（即友輔企業社）,,勞動基準法第59條第1項第4款,未給予職災死亡補償,
104/10/05,104/08/18,府勞動字第10434767300號,財團法人銘傳大學,李銓,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
104/10/05,104/08/18,府勞動字第10434772200號,邱偉賓（及台北市私立華南汽車駕駛人訓練班）,,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/10/05,104/08/19,府勞動字第10432241000號,巨龍保全股份有限公司,甘清池,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/19,府勞動字第10434787600號,國立陽明大學,梁賡義,勞動基準法第23條第1項,工資未定期給付勞工,
104/10/05,104/08/19,府勞動字第10434784600號,阿波羅大廈管理委員會,孫雲鳳,勞動基準法第7條,未置備勞工名卡,
104/10/05,104/08/19,府勞動字第10434990700號,新光醫療財團法人新光吳火獅紀念醫院,侯勝茂,勞動基準法第24條,延長工作時間未依規定加給工資,
104/10/05,104/08/20,府勞動字第10434568700號,淨妍生物科技股份有限公司,劉恩彰,勞動基準法第70條,雇主應訂立工作規則報請主管機關核備,
