公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
105/01/19,104/03/04,府勞動字第10430057700號,仲聯國際股份有限公司,史長青,勞動基準法第22條第2項;勞動基準法第30條第5項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄表;,
105/01/19,104/03/16,府勞動字第10430031000號,錢櫃企業股份有限公司,練台生,勞動基準法第37條,依規定應放假之日未予休假,
105/01/19,104/03/26,府勞動字第10338803400號,我們好好股份有限公司,馮惠芸,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假;,
105/01/19,104/03/26,府勞動字第10430078200號,艾恩傑國際行銷有限公司,萬蕙茹,勞動基準法第22條第2項;勞動基準法第23條第1項;勞動基準法第39條,工資未全額給付給勞工;工資未定期給付勞工;假日工資未給或於休假日工作未依規定加給工資,
105/01/19,104/04/07,府勞動字第10430923700號,葉名威（即永虹美髮造型社）,,勞動基準法第21條第1項,未達基本工資,
105/01/19,104/04/20,府勞動字第10431157700號,官騰暉(即鞋屋坊),,勞動基準法第23條第2項;勞動基準法第30條第1項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;正常工時超過法令規定;未依規定置備勞工出勤紀錄表,
105/01/19,104/04/30,府勞動字第10432123000號,中國時報文化事業股份有限公司,蔡衍明,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第1項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/01/19,104/05/05,府勞動字第10432271100號,財團法人中央通訊社,陳國祥,勞動基準法第30條第5項;勞動基準法第32條第1項;勞動基準法第39條;勞動基準法第49條第1項,未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意;假日工資未給或於休假日工作未依規定加給工資;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/01/19,104/05/11,府勞動字第10431211700號,中華郵政股份有限公司,翁文祺,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/01/19,104/06/10,府勞動字第10433559600號,邱偉源(即源遠堂中醫診所),,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表;,
105/01/19,104/10/28,府勞動字第10436719000號,愛身健儷股份有限公司,史特格(Richard B. Stagg),勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/01/19,104/11/04,府勞動字第10437299000號,中興航空股份有限公司,楊壽芝,勞動基準法第27條,未依限期給付工資,
105/01/19,104/11/11,府勞動字第10437298900號,禾圓行銷有限公司,黃文欣,勞動基準法第24條,延長工作時間未依規定加給工資,
105/01/19,104/11/09,府勞動字第10436832400號,臺灣小米通訊有限公司,林斌,勞動基準法第30條第5項;勞動基準法第32條第2項;勞動基準法第36條,未依規定置備勞工出勤紀錄表;延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
105/01/19,104/10/29,府勞動字第10438003000號,潤泰全球股份有限公司,王綺帆,勞動基準法第24條,延長工作時間未依規定加給工資,
105/01/19,104/11/11,府勞動字第10437929800號,嘉利科技股份有限公司,楊世忠,勞動基準法第24條,延長工作時間未依規定加給工資,
105/01/19,104/10/27,府勞動字第10436719200號,寶泰通運股份有限公司,李沃耀,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/01/19,104/10/29,府勞動字第10438012500號,非要整合行銷有限公司,王怡菱,勞動基準法第32條第2項;勞動基準法第32條第1項;勞動基準法第49條第1項,延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/01/19,104/10/29,府勞動字第10436738700號,英屬維爾京群島商湯米席爾菲格股份有限公司台灣分公司,劉汝熹,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;,
105/01/19,104/10/29,府勞動字第10436730900號,大君有限公司,陳美麗,勞動基準法第38條;勞動基準法第55條第1項,未依規定給予特別休假;未按規定給予勞工退休金;,
105/01/19,104/10/30,府勞動字第10436730800號,陳義盛(即富品全自助餐店),,勞動基準法第23條第2項,未依規定置備勞工工資清冊,
105/01/19,104/11/03,府勞動字第10436775000號,新菠特股份有限公司,蘇眉晴,勞動基準法第24條,延長工作時間未依規定加給工資,
105/01/19,104/11/17,北市勞動字第10439382000號,力豐國際資產管理顧問有限公司,覃麗麗,勞動基準法第27條,未依限期給付工資,
105/01/19,104/11/10,府勞動字第10435571400號,蝶戀花旅行社有限公司,周繼弘,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表;,
