公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
104/08/05,104/06/03,府勞動字第10432159100號,詮勝國際股份有限公司,何棰鏡,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/08/05,104/06/03,府勞動字第10432133200號,柏榮美術印刷工廠有限公司,張啟諒,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/08/05,104/06/03,府勞動字第10433557800號,台北馥敦旅館股份有限公司,陳文榮,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/04,府勞動字第10432208200號,華南商業銀行股份有限公司,林明成,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/04,府勞動字第10432190700號,誼光保全股份有限公司,林伯峰,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/04,府勞動字第10432289800號,南山保全股份有限公司,蕭啟垕,勞動基準法第23條第1項,工資未定期給付勞工。,
104/08/05,104/06/05,府勞動字第10432190300號,銘昜工程有限公司,張哲銘,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/05,府勞動字第10432300000號,林三益股份有限公司,林仁貴,勞動基準法第22條,工資未全額直接給付勞工。,
104/08/05,104/06/05,府勞動字第10433391100號,榮工工程股份有限公司,歐來成,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/08/05,104/06/05,府勞動字第10400875700號,財團法人環境資源研究發展基金會,陳發林,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/05,府勞動字第10432288600號,葛洛莉美容國際有限公司,楊永源,勞動基準法第35條,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/05,府勞動字第10432300100號,彥庭國際有限公司,黃彥嵐,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/08,府勞動字第10435183500號,陳佩妘(即佐拉菲兒日韓精品店),,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/08/05,104/06/08,府勞動字第10432298800號,江清祥,,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/08/05,104/06/08,府勞動字第10432288800號,蓬達貨運有限公司,邱登山,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/08,府勞動字第10433026200號,國富浩華聯合會計師事務所台北所,林志隆,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/09,府勞動字第10433041100號,和運租車股份有限公司,田天明,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/09,府勞動字第10433968300號,香華天普忍國際股份有限公司,周貝芬,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/10,府勞動字第10433386900號,劉純翰（即東京優兔髮型工作室）,,勞動基準法第7條第1項,未置備勞工名卡.工資清冊,
104/08/05,104/06/11,府勞動字第10432175800號,晨星半導體股份有限公司,梁公偉,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/08/05,104/06/12,府勞動字第10412800800號,凱基商業銀行股份有限公司,魏寶生,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/12,府勞動字第10432149500號,英利生股份有限公司,梁志豪,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/12,府勞動字第10432208800號,南山人壽保險股份有限公司,郭文德,勞動基準法第32條第1項,延長工作時間不符法定要件。,
104/08/05,104/06/12,府勞動字第10432122300號,國泰商旅股份有限公司,張清櫆,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/16,府勞動字第10433371100號,中央研究院,翁?惠,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/16,府勞動字第10432208700號,六角國際事業股份有限公司,王耀輝,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/18,府勞動字第10433361200號,耐美貿易有限公司,黃張秋香,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/08/05,104/06/12,府勞動字第10432208800號,南山人壽保險股份有限公司,郭文德,勞動基準法第32條第1項,延長工作時間不符法定要件。,
104/08/05,104/06/12,府勞動字第10432122300號,國泰商旅股份有限公司,張清櫆,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/16,府勞動字第10433371100號,中央研究院,翁?惠,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/16,府勞動字第10432208700號,六角國際事業股份有限公司,王耀輝,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/08/05,104/06/18,府勞動字第10433361200號,耐美貿易有限公司,黃張秋香,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/08/05,104/06/18,府勞動字第10433842300號,創健診所,蕭桂煜,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/22,府勞動字第10432159000號,聯樂數位行銷股份有限公司,吳力行,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/22,府勞動字第10432238600號,開元食品工業股份有限公司,蔡政治,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/22,府勞動字第10432166900號,台作工程有限公司,李盈徹,勞動基準法第59條第1項第2款,勞工因遭遇職災而致死亡、殘廢、傷害或疾病，於醫療中不能工作時，雇主未依規定按其原領工資數額予以補償。,
104/08/05,104/06/23,府勞動字第10433396000號,大展保全股份有限公司,黃慧芬,勞動基準法第28條第2項,未按月繳納積欠工資墊償基金,
104/08/05,104/06/23,府勞動字第10432156100號,台灣富士全錄股份有限公司,本多雅,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/23,府勞動字第10400967100號,綠杏事業股份有限公司,林建煌,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/24,府勞動字第10433429500號,安荷童裝有限公司,劉雨欣,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資。,
104/08/05,104/06/24,府勞動字第10433433500號,海霆股份有限公司,戴治中,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/24,府勞動字第10433429400號,世平興業股份有限公司,張蓉崗,勞動基準法第30條第1項,正常工作時間超過法令規定。,
104/08/05,104/06/25,府勞動字第10432202500號,理想策略顧問有限公司,黃志豪,勞動基準法第36條,每七日中未有一日之休息作為例假。,
104/08/05,104/06/25,府勞動字第10432166400號,新晰企業有限公司,郭昕怡,勞動基準法第22條第2項,工資未全額直接給付勞工。,
104/08/05,104/06/25,府勞動字第10433404300號,江雪琪,,勞動基準法第24條,延長工作時間未依規定加給工資。,
104/08/05,104/06/25,府勞動字第10433561000號,大紳有限公司,葉麗玲,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/08/05,104/06/25,府勞動字第10433561400號,豪園股份有限公司,方壯遂,勞動基準法第37條,依規定應放假之日未予休假。,

