公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
106/01/26,105/11/02,北市勞動字第10535433900號,卓宗賢（即亞卓牙醫診所）,,勞動基準法第35條,勞工繼續工作四小時未給予至少三十分鐘之休息,
106/01/26,105/11/02,北市勞動字第10542737800號,英屬維京群島商麻吉一七股份有限公司台灣分公司,陳泰元,勞動基準法第30條第1項;勞動基準法第30條第6項,正常工時超過法令規定;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/02,北市勞動字第10535520200號,明室室內裝修設計有限公司,田榮瑜,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/02,北市勞動字第10530591600號,秘密公開有限公司,莊智超,勞動基準法第21條第1項;勞動基準法第30條第6項,未達基本工資;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/02,北市勞動字第10535488600號,宏仕實業有限公司,林冠宏,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/02,北市勞動字第10535504000號,邁智電腦股份有限公司,曾俊仁,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/02,北市勞動字第10535478800號,頂尖數位國際有限公司,吳季橡,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/03,北市勞動字第10542030400號,億可國際飲食股份有限公司,洪肇水,勞動基準法第32條第1項;勞動基準法第49條第1項,延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/01/26,105/11/03,北市勞動字第10530591800號,萌貓喵科技有限公司,康文柔,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/03,北市勞動字第10535504100號,愛客盟創意文化志業有限公司,謝孟儒,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/03,北市勞動字第10535510600號,台灣威富品牌有限公司,范納倫,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/03,北市勞動字第10535518300號,信源企業股份有限公司,楊麗芬,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/03,北市勞動字第10535507400號,麥肯廣告股份有限公司,林增瑞,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/03,北市勞動字第10530591900號,交通部臺灣鐵路管理局,鹿潔身,勞動基準法第35條,勞工繼續工作四小時未給予至少三十分鐘之休息,
106/01/26,105/11/03,北市勞動字第10535506700號,?亭停車事業股份有限公司,陳文俊,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/03,北市勞動字第10535506600號,財團法人中華文化社會福利事業基金會台北兒童福利中心,葉政長,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第37條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;依規定應放假之日未予休假,
106/01/26,105/11/03,北市勞動字第10538906900號,益勝工程有限公司,涂智銘,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/03,北市勞動字第10535523600號,王順發(即昌聖蛋糕麵包商行),,勞動基準法第23條第2項,未按規定置備勞工工資清冊,
106/01/26,105/11/03,北市勞動字第10535533800號,顏貽��(即亞洲時尚診所),,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/03,北市勞動字第10535529100號,台灣大創百貨股份有限公司,,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/03,北市勞動字第10535480300號,曜揚科技股份有限公司,龍惠施,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/04,北市勞動字第10542746600號,蔡宗銘(即銘饌咖啡坊),,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/04,北市勞動字第10538055100號,聯利媒體股份有限公司,張孝威,勞動基準法第24條;勞動基準法第30條第6項,延長工作時間未依規定加給工資;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/07,北市勞動字第10535501000號,維朋科技有限公司,李榮德,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/07,北市勞動字第10535499100號,龍揚醫院管理有限公司,王瑞龍,勞動基準法第23條第1項,工資未定期給付勞工,
106/01/26,105/11/07,北市勞動字第10535433400號,麥奇數位股份有限公司,楊正大,勞動基準法第24條;勞動基準法第30條第6項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;出勤紀錄未逐日記載勞工出勤情形至分鐘為止;延長工作時間超過法令規定,
106/01/26,105/11/07,北市勞動字第10538639400號,三商美邦人壽保險股份有限公司,陳翔玠,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/07,北市勞動字第10535525300號,香江萬芳食品有限公司,簡俊傑,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/07,北市勞動字第10535522200號,吳幸容(即永恩飲料店),,勞動基準法第23條第2項;勞動基準法第30條第5項,未按規定置備勞工工資清冊;未依規定置備勞工出勤紀錄,
106/01/26,105/11/08,北市勞動字第10543036500號,自由時報企業股份有限公司,吳阿明,勞動基準法第32條第1項;勞動基準法第49條第1項;勞動基準法第70條,延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作;未訂立工作規則並報請主管機關核備,
106/01/26,105/11/09,北市勞動字第10533350500號,財團法人中央通訊社,陳國祥,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/09,北市勞動字第10533356600號,天下雜誌股份有限公司,殷允芃,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
106/01/26,105/11/09,北市勞動字第10533356800號,財團法人公共電視文化事業基金會,丘岳,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/09,北市勞動字第10545866600號,財團法人原住民族文化事業基金會,周惠民,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/09,北市勞動字第10538911300號,沃克文化股份有限公司,陳玉珊,勞動基準法第27條,不依主管機關限期給付令之期限給付工資,
106/01/26,105/11/09,北市勞動字第10542730700號,聯程輝住生活開發有限公司,許程鈞,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/09,北市勞動字第10535538600號,潘淑茜(即盛園食品行),,勞動基準法第7條第1項;勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第39條,未按規定置備勞工名卡;正常工時超過法令規定;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/09,北市勞動字第10535529900號,一綠生國際有限公司,張雅倫,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第39條,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/09,北市勞動字第10535533700號,亞洲時尚股份有限公司,陳守華,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/09,北市勞動字第10535492300號,聯強國際股份有限公司,苗豐強,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/09,北市勞動字第10542741200號,三軍總醫院北投分院附設民眾診療服務處,黃耀進,勞動基準法第23條第1項,工資未定期給付勞工,
106/01/26,105/11/10,北市勞動字第10535523100號,奧美廣告股份有限公司,宋秩銘,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/10,北市勞動字第10542752700號,宇程金屬工程有限公司,吳肇晉,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/10,北市勞動字第10535525200號,美世顧問股份有限公司,孫立群,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10530592000號,老抽國際餐飲股份有限公司,陳駿弘,勞動基準法第22條第2項;勞動基準法第30條第1項,工資未全額給付給勞工;正常工時超過法令規定,
106/01/26,105/11/10,北市勞動字第10535498900號,錦洲有限公司,陳白雪,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/10,北市勞動字第10542740200號,台中商業銀行股份有限公司,李俊昇,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10535533900號,曾凱邦(即站前亞洲醫美整形外科診所),,勞動基準法第24條;勞動基準法第32條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意,
106/01/26,105/11/10,北市勞動字第10535516100號,華香有限公司,曾柏勝,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第2項;勞動基準法第39條,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄;延長工作時間超過法令規定;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10535510900號,香港商衣念時裝有限公司台灣分公司,李光元,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10535506200號,艾迪訊科技股份有限公司,蘇亮,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/10,北市勞動字第10538403700號,歐宇眾(即葛萊美診所),,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/10,北市勞動字第10542938200號,中國電視事業股份有限公司,吳根成,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/10,北市勞動字第10542938100號,青年日報社,孫立方,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
106/01/26,105/11/10,北市勞動字第10535500400號,艾德廣告有限公司,張晉嘉,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/10,北市勞動字第10535520900號,鈦捷科技股份有限公司,楊宇傑,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/10,北市勞動字第10535505100號,榮鼎建設股份有限公司,鄭恩弘,勞動基準法第16條第3項;勞動基準法第22條第2項,雇主未依規定期間預告而終止契約或未給付預告期間之工資;工資未全額給付給勞工,
106/01/26,105/11/10,北市勞動字第10535522000號,永倖商行,林倖嘉,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/10,北市勞動字第10535520300號,志光教育科技股份有限公司,張家旗,勞動基準法第24條;勞動基準法第35條,延長工作時間未依規定加給工資;勞工繼續工作四小時未給予至少三十分鐘之休息,
106/01/26,105/11/10,北市勞動字第10535515800號,彩妍國際股份有限公司,黃玉真,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10530591200號,京庚健康世界股份有限公司,黃順財,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/10,北市勞動字第10538904600號,維多密亞國際股份有限公司,陳柔蒨,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/10,北市勞動字第10535526800號,瘋狂志瑞娛樂有限公司,陳堯志,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/11,北市勞動字第10535538300號,神蹟文創有限公司,李?敏,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/01/26,105/11/11,北市勞動字第10542749200號,崇皓牙醫診所,鐘偉豪,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/11,北市勞動字第10542757800號,動力安全資訊股份有限公司,賴宗榮,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/11,北市勞動字第10535433800號,徐韻涵(即富洋酒館),,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/11,北市勞動字第10542759600號,寶獅企業有限公司,蔡長智,勞動基準法第21條第1項;勞動基準法第24條;勞動基準法第39條,未達基本工資;延長工作時間未依規定加給工資;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/11,北市勞動字第10542744700號,龔麗黛(即永安藥局),,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/11,北市勞動字第10535530000號,聞明堂食品股份有限公司,陳次闓,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/11,北市勞動字第10530591700號,漢生科技有限公司,廖純慶,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/11,北市勞動字第10542753100號,聖志企業有限公司,謝金花,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/11,北市勞動字第10538407900號,蔣翊鴻(即舞動藝能廣告社),,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/14,北市勞動字第10535522100號,薩摩亞商新茂環球有限公司台灣分公司,何濤安,勞動基準法第30條第6項;勞動基準法第32條第2項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止;延長工作時間超過法令規定,
106/01/26,105/11/14,北市勞動字第10535533200號,上海商業儲蓄銀行股份有限公司,榮鴻慶,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/14,北市勞動字第10535518400號,豪泰汽車客運股份有限公司,周文蘭,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/14,北市勞動字第10542740100號,英屬開曼群島商愛德曼公關顧問股份有限公司台灣分公司,理查愛德曼,勞動基準法第24條;勞動基準法第30條第6項,延長工作時間未依規定加給工資;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/15,北市勞動字第10535541100號,四季彩國際實業股份有限公司,呂正東,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/15,北市勞動字第10543124700號,永豐商業銀行股份有限公司,游國治,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄;延長工作時間超過法令規定,
106/01/26,105/11/15,北市勞動字第10543127700號,星展（台灣）商業銀行股份有限公司,王開源,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/15,北市勞動字第10535523000號,克麗比努爾國際有限公司,王沛晨,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/15,北市勞動字第10542750200號,竹間聯合建築師事務所,簡彰慶,勞動基準法第23條第1項,工資未定期給付勞工,
106/01/26,105/11/15,北市勞動字第10538414200號,蔡黃麗妍（即千儷髮廊）,,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
106/01/26,105/11/15,北市勞動字第10543085700號,譜卡文化事業有限公司,鍾昀圻,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/16,北市勞動字第10542755900號,仲聯國際股份有限公司,史長青,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/16,北市勞動字第10542756400號,鴻鼎資訊有限公司,謝宗佑,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/16,北市勞動字第10542745400號,日日商業股份有限公司,林博仁,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/16,北市勞動字第10542938300號,東森電視事業股份有限公司,范瑞穎,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第39條;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;假日工資未給或於休假日工作未依規定加給工資;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/01/26,105/11/16,北市勞動字第10535536300號,傳奇網路遊戲股份有限公司,張峰旗,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/16,北市勞動字第10535529200號,表參道有限公司,盧絲香,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/16,北市勞動字第10535506800號,原也國際設計有限公司,黃喬偉,勞動基準法第21條第1項,未達基本工資,
106/01/26,105/11/16,北市勞動字第10535506400號,海力士國際股份有限公司,許朝偉,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/16,北市勞動字第10538416500號,勁橋貿易有限公司,黃淑碧,勞動基準法第23條第1項,工資未定期給付勞工,
106/01/26,105/11/16,北市勞動字第10535507300號,包豪氏企業有限公司,黃銳林,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/17,北市勞動字第10530591300號,香港商世界健身事業有限公司台灣分公司,柯約翰,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/17,北市勞動字第10535542000號,宏遠興業股份有限公司,席家宜,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/17,北市勞動字第10538422000號,健麟貿易股份有限公司,王苔云,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第39條;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;假日工資未給或於休假日工作未依規定加給工資;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/01/26,105/11/17,北市勞動字第10538421800號,鴻海國際運通有限公司,林鐘豐,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/18,北市勞動字第10542755700號,臺北市圓山金城管理委員會,李子傑,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/18,北市勞動字第10542734000號,香港商壹同樂動畫工作室有限公司台灣分公司,楊瑞雲,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/18,北市勞動字第10535535900號,九和汽車股份有限公司,宗成道,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/18,北市勞動字第10535527200號,捷恩尼納有限公司,郭珮玲,勞動基準法第24條;勞動基準法第30條第5項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄,
106/01/26,105/11/18,北市勞動字第10542786600號,台灣善商股份有限公司,西川洋司,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/18,北市勞動字第10538910100號,凱基商業銀行股份有限公司,魏寶生,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/01/26,105/11/18,北市勞動字第10535534900號,澳美客股份有限公司,孫大強,勞動基準法第23條第1項;勞動基準法第36條,工資未定期給付勞工;每七日中未有一日之休息作為例假,
106/01/26,105/11/18,北市勞動字第10543123600號,美德耐股份有限公司,賴調元,勞動基準法第30條第1項;勞動基準法第36條,正常工時超過法令規定;每七日中未有一日之休息作為例假,
106/01/26,105/11/18,北市勞動字第10538425200號,閤家生活開發有限公司,林孟潔,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/21,北市勞動字第10542746700號,無懼股份有限公司,張凱沂,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/21,北市勞動字第10542743100號,財團法人醫藥品查驗中心,何啟功,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/21,北市勞動字第10535533500號,皇榮企業有限公司,楊橋樺,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/01/26,105/11/21,北市勞動字第10542750000號,京九設計股份有限公司,黃政維,勞動基準法第22條第2項;勞動基準法第30條第5項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄,
106/01/26,105/11/21,北市勞動字第10530591500號,隨意鳥地方股份有限公司,陳滿萍,勞動基準法第24條;勞動基準法第39條,延長工作時間未依規定加給工資;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/21,北市勞動字第10542740000號,經貿聯網科技股份有限公司,扈端華,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/21,北市勞動字第10538910000號,華南商業銀行股份有限公司,吳當傑,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/21,北市勞動字第10546122400號,家福股份有限公司,貝賀名(Rami Baitieh),勞動基準法第32條第1項;勞動基準法第49條第1項,延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/01/26,105/11/21,北市勞動字第10542297900號,潤緹生技有限公司,呂忠昆,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/21,北市勞動字第10538905000號,可莉有限公司,吳佳穎,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/01/26,105/11/21,北市勞動字第10542769500號,台北畜產運銷股份有限公司,郭萬清,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/01/26,105/11/21,北市勞動字第10538426800號,八大電視股份有限公司,王文潮,勞動基準法第24條,延長工作時間未依規定加給工資,
106/01/26,105/11/21,北市勞動字第10535541400號,立多旅館有限公司,王彤洲,勞動基準法第22條第2項;勞動基準法第30條第1項,工資未全額給付給勞工;正常工時超過法令規定,
106/01/26,105/11/21,北市勞動字第10542748300號,宇翔交通器材有限公司,周博翔,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/21,北市勞動字第10536550300號,鶯和實業股份有限公司,張秀絹,勞動基準法第56條第2項,未於每年年度終了前，估算勞工退休準備金專戶餘額並足額提撥,
106/01/26,105/11/21,北市勞動字第10535529800號,楊春郎(即東區楊記大餛飩),,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/21,北市勞動字第10538426000號,宜騰科技股份有限公司,陳建宏,勞動基準法第21條第1項,未達基本工資,
106/01/26,105/11/22,北市勞動字第10542737500號,三澧企業股份有限公司,林建佑,勞動基準法第22條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間未依規定加給工資,
106/01/26,105/11/22,北市勞動字第10542757500號,大陸水工股份有限公司,陳之貴,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/22,北市勞動字第10543124800號,花旗(台灣)商業銀行股份有限公司,管國霖,勞動基準法第24條;勞動基準法第30條第6項,延長工作時間未依規定加給工資;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/01/26,105/11/22,北市勞動字第10535527700號,國光汽車客運股份有限公司,陳浴生,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
106/01/26,105/11/22,北市勞動字第10542769800號,秋瀨國際有限公司,鄭介綸,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/22,北市勞動字第10542793300號,蘇格南鞋業有限公司,吳明鴻,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/22,北市勞動字第10542763500號,伊克國際股份有限公司,孫祥娟,勞動基準法第24條;勞動基準法第70條,延長工作時間未依規定加給工資;未訂立工作規則並報請主管機關核備,
106/01/26,105/11/23,北市勞動字第10535520500號,崇友實業股份有限公司,唐伯龍,勞動基準法第9條第1項;勞動基準法第38條,以定期契約雇用勞工從事繼續性工作;未依規定給予特別休假,
106/01/26,105/11/23,北市勞動字第10530591100號,普客二四停車場股份有限公司,牧野純,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
106/01/26,105/11/23,北市勞動字第10535518500號,水硯室內裝修設計工程有限公司,王宏琳,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/24,北市勞動字第10542778000號,普羅髮藝名店,施美惠,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/01/26,105/11/24,北市勞動字第10542761200號,中兆匯科技服務股份有限公司,林俐吟,勞動基準法第22條第2項,工資未全額給付給勞工,
106/01/26,105/11/24,北市勞動字第10542756000號,金醇臻品股份有限公司,王貴增,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/01/26,105/11/24,北市勞動字第10542751500號,友聖航運股份有限公司,林清池,勞動基準法第30條第5項;勞動基準法第38條,未依規定置備勞工出勤紀錄;未依規定給予特別休假,
106/01/26,105/11/24,北市勞動字第10535538200號,皖美實業有限公司,李雪卿,勞動基準法第30條第1項,正常工時超過法令規定,
106/01/26,105/11/24,北市勞動字第10542938400號,香港商蘋果日報出版發展有限公司台灣分公司,葉一堅,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定,
106/01/26,105/11/24,北市勞動字第10538432400號,幸福保全股份有限公司,馬志臣,勞動基準法第24條;勞動基準法第39條,延長工作時間未依規定加給工資;假日工資未給或於休假日工作未依規定加給工資,
106/01/26,105/11/25,北市勞動字第10535533600號,喜瑞屋有限公司,曾世宏,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/25,北市勞動字第10535526500號,加特福生物科技股份有限公司,程伶輝,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/01/26,105/11/28,北市勞動字第10538439500號,東京都保全股份有限公司,吉田裕幸,勞動基準法第21條第1項,未達基本工資,
