公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
105/02/23,104/05/29,府勞動字第10433556200號,英騰保全股份有限公司,李庭豪,勞動基準法第21條第1項;勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第36條,未達基本工資;延長工作時間未依規定加給工資;正常工時超過法令規定;延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
105/02/23,104/06/03,府勞動字第10433557700號,弘雅圖書股份有限公司,劉念華,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第37條;勞動基準法第39條;勞動基準法第43條 ,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表;依規定應放假之日未予休假;假日工資未給或於休假日工作未依規定加給工資;未依規定給予勞工一年內工資折半發給之30天病假,
105/02/23,104/06/04,府勞動字第10432196900號,中華郵政股份有限公司,翁文祺,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/06/10,府勞動字第10433391400號,嘉穗創意食品股份有限公司,陳智勇,勞動基準法第36條;勞動基準法第22條第2項;勞動基準法第32條第2項,工資未全額給付給勞工;延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
105/02/23,104/06/12,府勞動字第10433560600號,黃美坤（即明曜清潔服務社）,,勞動基準法第39條 ,假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/06/18,府勞動字第10433416700號,開泰豐國際股份有限公司,林命群,勞動基準法第32條第2項;勞動基準法第24條;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/06/18,府勞動字第10433428600號,晶華國際酒店股份有限公司,潘思亮,勞動基準法第24條 ,延長工作時間未依規定加給工資,
105/02/23,104/06/30,府勞動字第10432175500號,和碩聯合科技股份有限公司,童子賢,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/07/08,府勞動字第10434800700號,利茂貿易有限公司,黃俊傑,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/07/22,府勞動字第10434831800號,東立出版社有限公司,黃美月,勞動基準法第32條第2項;勞動基準法第24條;勞動基準法第38條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未依規定給予特別休假,
105/02/23,104/07/28,府勞動字第10401126200號,邱偉源(即源遠堂中醫診所),,勞動基準法第23條第1項,工資未定期給付勞工,
105/02/23,104/07/29,府勞動字第104433425800號,台灣虎航股份有限公司余劍博,余劍博,勞動基準法第24條;勞動基準法第30條第5項 ,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表,
105/02/23,104/08/03,府勞動字第10433572200號,勤業眾信聯合會計師事務所,陳清祥,勞動基準法第19條;勞動基準法第24條;勞動基準法第26條;勞動基準法第30條第5項;勞動基準法第32條第2項,未依規定發給服務證明;延長工作時間未依規定加給工資;預扣勞工工資作為違約金或賠償費用;未依規定置備勞工出勤紀錄表;延長工作時間超過法令規定,
105/02/23,104/08/20,府勞動字第10435840700號,一零四人力資源顧問股份有限公司,楊基寬,勞動基準法第23條第1項 ,工資未定期給付勞工,
105/02/23,104/10/08,府勞動字第10435968200號,御鼎整合行銷廣告有限公司,張麗玲,勞動基準法第24條;勞動基準法第30條第5項 ,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表,
105/02/23,104/10/08,府勞動字第10436879400號,宋文英（即欣華安中醫診所）,,勞動基準法第21條第1項;勞動基準法第30條第1項,未達基本工資;正常工時超過法令規定,
105/02/23,104/12/30,北市勞動字第10408462200號,財團法人中央通訊社,陳國祥,勞動基準法第36條,預扣勞工工資作為違約金或賠償費用,
105/02/23,104/11/27,北市勞動字第10440144900號,新加坡商惠普全球科技股份有限公司台灣分公司,蕭國坤,勞動基準法第32條第1項,未達基本工資,
105/02/23,104/12/31,北市勞動字第10436308600號,尚上儀器股份有限公司,許焜南,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/30,北市勞動字第10439527300號,陳丁印(即黃金健身器材用品店),,勞動基準法第21條第1項;勞動基準法第39條,未達基本工資;假日工資未給或於休假日工作未依規定加給工資;正常工時超過法令規定,
105/02/23,104/12/29,北市勞動字第10436351400號,鉅工實業股份有限公司,楊建礎,勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第39條,正常工時超過法令規定;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/29,北市勞動字第10436350700號,陳丁印(即台北健身用品店),,勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第39條,正常工時超過法令規定;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/29,北市勞動字第10436348700號,香港商雅虎資訊股份有限公司台灣分公司,鄒開蓮,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/29,北市勞動字第10436310000號,彪達航空貨運承攬有限公司,何仁雲,勞動基準法第24條;勞動基準法第38條,延長工作時間未依規定加給工資;未依規定給予特別休假,
105/02/23,104/12/16,北市勞動字第10436272800號,葳皇時尚飯店有限公司,李必揚,勞動基準法第22條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間未依規定加給工資,
105/02/23,104/12/28,北市勞動字第10436299300號,桃美股份有限公司,方剛,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/28,北市勞動字第10436333400號,立展資訊科技股份有限公司,吳昕陽,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/28,北市勞動字第10436342900號,蔣輝燦(即峰圃茶莊),,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
105/02/23,104/12/25,北市勞動字第10436269800號,發揚鋼鋁有限公司,徐美芳,勞動基準法第38條,未依規定給予特別休假,
105/02/23,104/12/25,北市勞動字第10436270900號,臺北市私立聖心老人養護所,陸秀真,勞動基準法第30條第1項,正常工時超過法令規定,
105/02/23,104/12/25,北市勞動字第10436271700號,印菲股份有限公司,謝聰文,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/25,北市勞動字第10436274900號,網石棒辣椒股份有限公司,鄧潤澤,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/25,北市勞動字第10436275300號,漁拓企業股份有限公司,曾木坤,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/25,北市勞動字第10436301100號,展業國際行銷股份有限公司,陳習全,勞動基準法第22條第2項,工資未全額給付給勞工,
105/02/23,104/12/25,北市勞動字第10436333900號,弘第企業股份有限公司,徐景賢,勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/25,北市勞動字第10436275400號,神腦國際企業股份有限公司,賴峰偉,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/25,北市勞動字第10436323900號,美連發國際企業開發有限公司,蔡佳容,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/25,北市勞動字第10436308900號,新加坡商捷派有限公司台灣分公司,Martin Hordern,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/18,北市勞動字第10436243200號,黃金城(即金城企業社),,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/18,北市勞動字第10436279900號,李霙仟(即臺北市私立學信文理短期補習班),,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;每七日中未有一日之休息作為例假,
105/02/23,104/12/18,北市勞動字第10436231300號,福圓號食品有限公司,賈復華,勞動基準法第30條第1項;勞動基準法第39條;勞動基準法第70條,正常工時超過法令規定;假日工資未給或於休假日工作未依規定加給工資;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/18,北市勞動字第10436276200號,台新餐飲設備股份有限公司,李博文,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/17,北市勞動字第10436211500號,源映製作有限公司,賈弘源,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表;延長工作時間超過法令規定,
105/02/23,104/12/16,北市勞動字第10436230900號,臺北市私立建民老人長期照顧中心(養護型),曹寧,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/16,北市勞動字第10436241600號,海森思實業有限公司,林森極,勞動基準法第32條第1項,延長勞工工作時間未經工會或勞資會議同意,
105/02/23,104/12/16,北市勞動字第10436244200號,謝宗霖(即秋天日式關東煮),,勞動基準法第30條第1項;勞動基準法第39條,正常工時超過法令規定;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/16,北市勞動字第10436279700號,志邦企業股份有限公司,陳明宏,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/02/23,104/12/16,北市勞動字第10436207200號,台北市私立華安老人長期照護中心,葉錦珠,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/16,北市勞動字第10436208300號,三摩地有限公司,陳若菁,勞動基準法第49條第1項,未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/16,北市勞動字第10436207700號,財團法人語言訓練測驗中心,楊泮池,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
105/02/23,104/12/16,北市勞動字第10436240400號,金儀股份有限公司,黃世坤,勞動基準法第24條;勞動基準法第32條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意,
105/02/23,104/12/11,北市勞動字第10436193800號,蜜望實企業股份有限公司,林訓民,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/11,北市勞動字第10436228900號,北都汽車股份有限公司,周欽賢,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/11,北市勞動字第10436268700號,正和機電技術工程有限公司,林佑珊,勞動基準法第37條,依規定應放假之日未予休假,
105/02/23,104/12/11,北市勞動字第10436230500號,台灣三得利股份有限公司,長江淳,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/11,北市勞動字第10436213200號,永瑞大樓管理委員會,何清美,勞動基準法第30條第1項;勞動基準法第30條第5項;勞動基準法第35條,正常工時超過法令規定;未依規定置備勞工出勤紀錄表;繼續工作四小時未給予至少三十分鐘之休息,
105/02/23,104/12/04,北市勞動字第10436185900號,美商如新華茂股份有限公司台灣分公司,姜惠琳,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/04,北市勞動字第10436199100號,吉礪不動產經紀股份有限公司,王正雄,勞動基準法第22條第2項,工資未全額給付給勞工,
105/02/23,104/12/04,北市勞動字第10436185200號,豐隆大飯店股份有限公司,郭令明,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/02,北市勞動字第10436196500號,克林洋國際有限公司,陳蔚松,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/02,北市勞動字第10436196600號,國華保全股份有限公司,楊博竣,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未依規定置備勞工出勤紀錄表,
105/02/23,104/11/27,北市勞動字第10436179700號,好來化工股份有限公司,李宏騫,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/11/27,北市勞動字第10436169100號,台灣優利系統股份有限公司,吳妙娟,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表;未達基本工資;未依規定置備勞工出勤紀錄表,
105/02/23,104/11/27,北市勞動字第10436179800號,耐特普羅資訊股份有限公司,陳天笞,勞動基準法第21條第1項,未達基本工資;未依規定置備勞工出勤紀錄表;延長工作時間未依規定加給工資,
105/02/23,104/12/30,北市勞動字第10439580800號,克萊亞國際開發有限公司,林志杰,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表;延長工作時間未依規定加給工資;延長工作時間未依規定加給工資,
105/02/23,104/12/30,北市勞動字第10439584400號,燦星國際旅行社股份有限公司,陳彥君,勞動基準法第24條,延長工作時間未依規定加給工資;延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意,
105/02/23,104/12/29,北市勞動字第10440142100號,吳阿火餐飲股份有限公司,吳錫維,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/22,北市勞動字第10441166000號,元大商業銀行股份有限公司,范志強,勞動基準法第24條;勞動基準法第36條;勞動基準法第39條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/17,北市勞動字第10440152800號,高茂仁(即伊甸動物醫院),,勞動基準法第24條;勞動基準法第30條第1項,延長工作時間未依規定加給工資;正常工時超過法令規定,
105/02/23,104/12/14,北市勞動字第10440152500號,張丁文(即靚美自助餐店),,勞動基準法第24條;勞動基準法第30條第5項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表,
105/02/23,104/12/14,北市勞動字第10437947800號,印象牙醫診所,翁肇嘉,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/14,北市勞動字第10440152700號,正記美食有限公司,劉美玉,勞動基準法第30條第1項;勞動基準法第36條,正常工時超過法令規定;每七日中未有一日之休息作為例假,
105/02/23,104/12/11,北市勞動字第10438282000號,成翰工程有限公司,楊英得,勞動基準法第59條第1項第4款,未按規定給予職業災害死亡補償,
105/02/23,104/12/03,北市勞動字第10440150000號,拿帕里股份有限公司,陳翔立,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/02,北市勞動字第10437984700號,儀大股份有限公司,莊明勳,勞動基準法第30條第2項,採用2週變形工時每週總工作時數超過48小時之限制,
105/02/23,104/12/02,北市勞動字第10436173200號,愛爾蘭商美信國際股份有限公司台灣分公司,卡斯博MARK CASPER,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/02,北市勞動字第10440147100號,國防醫學院三軍總醫院北投分院,黃耀進,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/01,北市勞動字第10437993300號,致伸科技股份有限公司,梁立省,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/01,北市勞動字第10437304300號,茹絲葵食品企業股份有限公司,葛世傑,勞動基準法第24條;勞動基準法第30條第5項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表,
105/02/23,104/12/29,北市勞動字第10436293600號,快樂麗康股份有限公司,王燦榮,勞動基準法第32條第1項;勞動基準法第49條第1項;勞動基準法第70條,延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/29,北市勞動字第10436255100號,三都屋國際有限公司,王明程,勞動基準法第30條第5項;勞動基準法第32條第1項;勞動基準法第70條,未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/29,北市勞動字第10436292600號,元鯕股份有限公司,葉哲愷,勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第38條;勞動基準法第49條第1項;勞動基準法第70條,延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未依規定給予特別休假;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/28,北市勞動字第10436274400號,東方美企業股份有限公司,呂恩政,勞動基準法第38條,未依規定給予特別休假,
105/02/23,104/12/28,北市勞動字第10436276000號,開榮股份有限公司,許俊嵩,勞動基準法第30條第5項;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第70條,未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/28,北市勞動字第10436289200號,郭政弘(即勤業眾信聯合會計師事務所),,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/28,北市勞動字第10436275500號,偉得股份有限公司,曾博雅,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第1項,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意,
105/02/23,104/12/28,北市勞動字第10436275600號,全虹企業股份有限公司,李彬,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/02/23,104/12/25,北市勞動字第10436280500號,法藍瓷股份有限公司,陳立恒,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/24,北市勞動字第10436280300號,台灣基恩斯股份有限公司,山本晃則,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/02/23,104/12/22,北市勞動字第10436240600號,安得利設計藝術股份有限公司,Gary Neiman,勞動基準法第30條第5項;勞動基準法第70條,未依規定置備勞工出勤紀錄表;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/22,北市勞動字第10436268200號,和昌國際工業股份有限公司,江程金,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/02/23,104/12/21,北市勞動字第10436231200號,翔宇生醫科技股份有限公司,蔡嘉櫸,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/21,北市勞動字第10436244600號,台灣赫斯特媒體股份有限公司,艾德華,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/21,北市勞動字第10436193700號,新加坡商克蘭詩股份有限公司台灣分公司,駱睿倫,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/21,北市勞動字第10436244300號,留乃堂食品有限公司,林秋金,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第37條;勞動基準法第38條,延長工作時間未依規定加給工資;正常工時超過法令規定;每七日中未有一日之休息作為例假;依規定應放假之日未予休假;未依規定給予特別休假,
105/02/23,104/12/21,北市勞動字第10436228200號,東森新聞雲股份有限公司,李傳偉,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/21,北市勞動字第10436227900號,大葉高島屋百貨股份有限公司,葉喬智,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/18,北市勞動字第10436207500號,法?麗國際股份有限公司,李國祥,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/18,北市勞動字第10436213800號,日新不銹鋼工業股份有限公司,蕭東欣,勞動基準法第30條第1項;勞動基準法第36條,正常工時超過法令規定;每七日中未有一日之休息作為例假,
105/02/23,104/12/18,北市勞動字第10436212200號,樹森開發股份有限公司,周明昭,勞動基準法第30條第1項;勞動基準法第36條,正常工時超過法令規定;每七日中未有一日之休息作為例假,
105/02/23,104/12/18,北市勞動字第10436213900號,永磐科技股份有限公司,楊清文,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/18,北市勞動字第10436212900號,麻洛野國際服飾有限公司,蔡昇翰,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/18,北市勞動字第10436207000號,中美鐘錶眼鏡股份有限公司,王文祥,勞動基準法第36條;勞動基準法第39條,每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/18,北市勞動字第10436212500號,其其安有限公司,李李仁,勞動基準法第22條第2項;勞動基準法第30條第1項;勞動基準法第39條,工資未全額給付給勞工;正常工時超過法令規定;假日工資未給或於休假日工作未依規定加給工資,
105/02/23,104/12/14,北市勞動字第10436185800號,瑩諮科技股份有限公司,楊炯浩,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/14,北市勞動字第10436197200號,桂麗瑩黃金有限公司,友野桂佑,勞動基準法第24條;勞動基準法第70條,延長工作時間未依規定加給工資;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/14,北市勞動字第10436196000號,可堤行銷設計股份有限公司,徐誠斌,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定,
105/02/23,104/12/14,北市勞動字第10436190400號,豪泰汽車客運股份有限公司,周文蘭,勞動基準法第21條第1項;勞動基準法第24條;勞動基準法第32條第2項,未達基本工資;延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/02/23,104/12/11,北市勞動字第10436185700號,台灣希捷科技股份有限公司,歐馬利,勞動基準法第30條第5項;勞動基準法第70條,未依規定置備勞工出勤紀錄表;未訂立工作規則報主管機關核備並公開揭示之,
105/02/23,104/12/08,北市勞動字第10436187000號,攸泰科技股份有限公司,簡民智,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/07,北市勞動字第10436169200號,盈達園藝設計股份有限公司,吳正成,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/07,北市勞動字第10436180500號,陳文志(即政昇藥局),,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/07,北市勞動字第10436178400號,聯陞電信網路科技股份有限公司,呂仁宇,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/07,北市勞動字第10436170200號,百寬營造有限公司,張東輝,勞動基準法第30條第1項,正常工時超過法令規定,
105/02/23,104/12/07,北市勞動字第10436178500號,全家福股份有限公司,施永發,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
105/02/23,104/12/07,北市勞動字第10436188900號,華得廣告事業股份有限公司,葉雪元,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定,
105/02/23,104/12/07,北市勞動字第10436168600號,薩摩亞商富甲一方餐飲管理顧問有限公司台灣分公司,陳錫冠,勞動基準法第36條,每七日中未有一日之休息作為例假,
105/02/23,104/12/07,北市勞動字第10436175100號,台灣彪馬股份有限公司,孟祿德,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/07,北市勞動字第10436168100號,潤泰創新國際股份有限公司,陳文燦,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/07,北市勞動字第10436179400號,台灣寶潔股份有限公司,馬睿思,勞動基準法第30條第3項;勞動基準法第32條第1項,採用8週變形工時每週總工作時數超過48小時之限制;延長勞工工作時間未經工會或勞資會議同意,
105/02/23,104/12/07,北市勞動字第10436167100號,星創視界股份有限公司,王國維,勞動基準法第30條第1項;勞動基準法第37條,正常工時超過法令規定;依規定應放假之日未予休假,
105/02/23,104/12/07,北市勞動字第10436167000號,三福氣體股份有限公司,康寧,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/07,北市勞動字第10436176800號,簡麗鳳,,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,
105/02/23,104/12/07,北市勞動字第10436166600號,老達利貿易股份有限公司,林育良,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/07,北市勞動字第10436180600號,台灣健康宅配科技股份有限公司,王照允,勞動基準法第24條,延長工作時間未依規定加給工資,
105/02/23,104/12/07,北市勞動字第10436176400號,明威室內裝修股份有限公司,蘇鑾英,勞動基準法第32條第2項,延長工作時間超過法令規定,
105/02/23,104/12/02,北市勞動字第10436173900號,年輕瘋股份有限公司,詹智為,勞動基準法第22條第2項;勞動基準法第43條,工資未全額給付給勞工;溢扣勞工請事假之工資,
105/02/23,104/12/02,北市勞動字第10436173500號,駿鋒保全股份有限公司,郭寶華,勞動基準法第30條第1項,正常工時超過法令規定,
105/02/23,104/12/02,北市勞動字第10436165900號,永準貿易股份有限公司,黃德治,勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第49條第1項,延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;每七日中未有一日之休息作為例假;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/02/23,104/12/01,北市勞動字第10436162800號,台灣愛力根藥品股份有限公司,劉美黛,勞動基準法第24條;勞動基準法第30條第5項;勞動基準法第32條第1項;勞動基準法第70條,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄表;延長勞工工作時間未經工會或勞資會議同意;未訂立工作規則報主管機關核備並公開揭示之,
