公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
105/07/29,104/10/29,府勞動字第10435585100號,韓商連加股份有限公司台灣分公司,姜玄玭,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/07/29,104/11/04,府勞動字第10435563000號,廣全科技股份有限公司,陳貴足,勞動基準法第32條第2項,勞動基準法第32條第2項,
105/07/29,104/11/10,府勞動字第10435601700號,喜泰旅行社股份有限公司,江碩平,勞動基準法第22條第2項,工資未全額給付給勞工,
105/07/29,104/11/13,北市勞動字第10435588000號,沙露德醫藥有限公司,楊雅絲,勞動基準法第22條第2項;勞動基準法第30條第5項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄,
105/07/29,104/11/17,北市勞動字第10435580700號,日盛國際商業銀行股份有限公司,黃錦瑭,勞動基準法第22條第2項,工資未全額給付給勞工,
105/07/29,104/12/08,北市勞動字第10436194600號,日耀興業有限公司,歐陽群,勞動基準法第30條第5項;勞動基準法第39條,未依規定置備勞工出勤紀錄;假日工資未給或於休假日工作未依規定加給工資,
105/07/29,104/12/09,北市勞動字第10439530600號,臺北榮民總醫院,張德明,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
105/07/29,104/12/10,北市勞動字第10433040900號,永勝自動控制股份有限公司,謝國華,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/07/29,104/12/29,北市勞動字第10436291800號,七七七咖啡有限公司,李鳳珠,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/07/29,105/01/04,北市勞動字第10436347800號,黃潮琴(即臺北市私立祇福老人養護所),,勞動基準法第36條;勞動基準法第38條,每七日中未有一日之休息作為例假;未依規定給予特別休假,
105/07/29,105/01/21,北市勞動字第10439627700號,微風廣場實業股份有限公司,蔡明澤,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
105/07/29,105/01/21,北市勞動字第10439678000號,微風國際股份有限公司,黃瑞妍,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;正常工時超過法令規定;延長工作時間超過法令規定,
105/07/29,105/02/02,北市勞動字第10439632600號,長庚醫療財團法人台北長庚紀念醫院,謝燦堂,勞動基準法第24條;勞動基準法第30條第5項;,延長工作時間未依規定加給工資;未依規定置備勞工出勤紀錄;,
105/07/29,105/02/18,北市勞動字第10530229500號,國泰世華商業銀行股份有限公司,陳祖培,勞動基準法第50條,未按規定給予員工產假期間工資,
105/07/29,105/02/23,北市勞動字第10530234300號,扞將股份有限公司,陸柏熹,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第39條,延長工作時間未依規定加給工資;正常工時超過法令規定;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,
105/07/29,105/03/03,北市勞動字第10530259500號,驅勢文教事業有限公司,鄭志鵬,勞動基準法第22條第2項;勞動基準法第35條;勞動基準法第36條;勞動基準法第37條,工資未全額給付給勞工;勞工繼續工作四小時，未給予至少三十分鐘之休息;每七日中未有一日之休息作為例假;依規定應放假之日未予休假,
105/07/29,105/03/09,北市勞動字第10533200500號,艾可國際股份有限公司,許惠婷,勞動基準法第22條第2項;勞動基準法第30條第5項;勞動基準法第32條第2項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄;延長工作時間超過法令規定,
105/07/29,105/03/11,北市勞動字第10531915300號,貝登堡國際股份有限公司,詹煥楨,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/07/29,105/03/14,北市勞動字第10530630300號,揚捷國際有限公司,高慧君,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
105/07/29,105/03/14,北市勞動字第10533169600號,蔡瑞玲（即大華聯合會計師事務所）,,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第36條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;每七日中未有一日之休息作為例假,
105/07/29,105/03/16,北市勞動字第10533269200號,長鴻營造股份有限公司,吳啟章,勞動基準法第17條,未按規定發給資遣費,
105/07/29,105/03/16,北市勞動字第10533284000號,首善有限公司,袁世華,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
105/07/29,105/03/21,北市勞動字第10530258400號,天星通運有限公司,陳麗玉,勞動基準法第30條第5項;勞動基準法第32條第2項,未依規定置備勞工出勤紀錄;延長工作時間超過法令規定,
105/07/29,105/03/21,北市勞動字第10508078200號,遠東國際商業銀行股份有限公司,侯金英,勞動基準法第24條,延長工作時間未依規定加給工資,
105/07/29,105/03/22,北市勞動字第10530342700號,長鴻營造股份有限公司,吳啟章,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
105/07/29,105/03/22,北市勞動字第10530252300號,財團法人蒲公英希望基金會,李加寶,勞動基準法第24條,延長工作時間未依規定加給工資,
105/07/29,104/10/12,北市勞動字第10435833400號,安泰商業銀行股份有限公司,齊百邁,勞動基準法第30條第1項;勞動基準法第32條第1項;勞動基準法第49條第1項,正常工時超過法令規定;延長勞工工作時間未經工會或勞資會議同意;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
105/07/29,105/03/30,北市勞動字第10530347300號,耐德科技股份有限公司,陳昶任,勞動基準法第9條第1項,以定期契約雇用勞工從事繼續性工作,
105/07/29,105/03/30,北市勞動字第10530293500號,聯盛物流有限公司,范俊,勞動基準法第16條第3項;勞動基準法第22條第2項;勞動基準法第38條,雇主未依規定期間預告而終止契約或未給付預告期間之工資;工資未全額給付給勞工;未依規定給予特別休假,
105/07/29,105/03/31,北市勞動字第10530274000號,亞太國際地產股份有限公司,黃純萍,勞動基準法第24條;勞動基準法第39條;,延長工作時間未依規定加給工資;假日工資未給或於休假日工作未依規定加給工資;,
105/07/29,105/04/06,北市勞動字第10530293000號,麗翔股份有限公司,林泰生,勞動基準法第24條;勞動基準法第32條第1項;,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;,
105/07/29,105/04/07,北市勞動字第10530318700號,台灣勃肯股份有限公司,王俊賢,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
