公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
104/06/05,104/04/22,府勞動字第10432130900號,晶華國際酒店股份有限公司,潘思亮,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資。,
104/06/05,104/04/23,府勞動字第10431980200號,美商蘋果亞洲股份有限公司台灣分公司,陳懷慈,勞動基準法第70條,未將訂定之工作規則報請主管機關核備,
104/06/05,104/04/23,府勞動字第10432246000號,澳盛(台灣)商業銀行股份有限公司,布樂達,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表。,
104/06/05,104/04/23,府勞動字第10431235700號,富邦公寓大廈管理維護股份有限公司,劉國治,勞動基準法第38條;勞動基準法第30條第1項,未依規定給予特別休假。;正常工作時間超過法令規定。,
104/06/05,104/04/23,府勞動字第10430522000號,亞都麗緻大飯店股份有限公司,嚴長壽,勞動基準法第32條第2項,延長工作時間超過法令規定。,
104/06/05,104/04/23,府勞動字第10431145800號,滿心企業股份有限公司,,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第37條,延長工作時間未依規定加給工資。;正常工作時間超過法令規定。;延長工作時間超過法令規定。;每七日中未有一日之休息作為例假。;依規定應放假之日未予休假。,
104/06/05,104/04/23,府勞動字第10430755700號,大品國際聯合餐飲股份有限公司,林志豪,勞動基準法第36條;勞動基準法第22條第2項;勞動基準法第32條第2項;勞動基準法第30條第1項,每七日中未有一日之休息作為例假。;工資未全額直接給付勞工。;延長工作時間超過法令規定。;正常工作時間超過法令規定。,
104/06/05,104/04/24,府勞動字第10431999700號,中興電工機械股份有限公司,江義福,勞動基準法第38條,未依規定給予特別休假。,
104/06/05,104/04/24,府勞動字第10431999800號,桂室企業有限公司,劉懿慧,勞動基準法第24條;勞動基準法第32條第1項,延長工作時間未依規定加給工資。;延長工作時間不符法定要件。,勞動部104年4月7日勞動法訴字第1030026903號訴願駁回
104/06/05,104/04/24,府勞動字第10432135200號,鼎穎股份有限公司,許煌盛,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資。,勞動部104年4月1日勞動法訴字第1030026177號訴願駁回

