公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
106/03/16,106/01/13,北市勞動字第10542874600號,易宏生物科技股份有限公司,蘇睿騏,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/03/16,106/01/13,北市勞動字第10542897200號,台灣宇博數位服務股份有限公司,Rob van der Woude,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/13,北市勞動字第10542839000號,泰舍實業股份有限公司,楊岳修,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/16,北市勞動字第10542867200號,一乙今榮小客車租賃有限公司,曹秀蘭,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/03/16,106/01/16,北市勞動字第10542849700號,順珍烘焙餅家有限公司,何進興,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/03/16,106/01/16,北市勞動字第10542864600號,欣芳食品有限公司,陳俊廷,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/16,北市勞動字第10542857300號,台灣高速鐵路股份有限公司,江耀宗,勞動基準法第32條第2項;勞動基準法第35條,延長工作時間超過法令規定;勞工繼續工作四小時未給予至少三十分鐘之休息,
106/03/16,106/01/16,北市勞動字第10542848800號,尼爾森概念生活有限公司,李念學,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/03/16,106/01/16,北市勞動字第10542869700號,光寶科技股份有限公司,宋恭源,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/16,北市勞動字第10542845600號,樺鼎商業資訊股份有限公司,蘇穀勝,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/16,北市勞動字第10542820300號,尊揚鞋業有限公司,林秀玉,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/03/16,106/01/16,北市勞動字第10542828700號,仁富管理顧問有限公司,林聰輝,勞動基準法第22條第2項;勞動基準法第30條第5項,工資未全額給付給勞工;未依規定置備勞工出勤紀錄,
106/03/16,106/01/17,北市勞動字第10542866300號,茂訊電腦股份有限公司,沈頤同,勞動基準法第24條;勞動基準法第49條第1項,延長工作時間未依規定加給工資;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/03/16,106/01/17,北市勞動字第10546334300號,德律科技股份有限公司,陳玠源,勞動基準法第30條第6項;勞動基準法第32條第2項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止;延長工作時間超過法令規定,
106/03/16,106/01/17,北市勞動字第10542853100號,千翔保全股份有限公司,黃平璋,勞動基準法第23條第1項;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第37條,工資未定期給付勞工;正常工時超過法令規定;延長工作時間超過法令規定;每七日中未有一日之休息作為例假;依規定應放假之日未予休假,
106/03/16,106/01/17,北市勞動字第10542846700號,世界大樓管理委員會,吳璧椿,勞動基準法第7條第1項;勞動基準法第23條第2項;勞動基準法第30條第5項,未按規定置備勞工名卡;未按規定置備勞工工資清冊;未依規定置備勞工出勤紀錄,
106/03/16,106/01/17,北市勞動字第10542849900號,盛與翔有限公司,莊景翔,勞動基準法第22條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間未依規定加給工資,
106/03/16,106/01/17,北市勞動字第10542890000號,輝昌汽車材料有限公司,劉銘堂,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/17,北市勞動字第10542838100號,信葳清潔事業有限公司,陳志偉,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/03/16,106/01/18,北市勞動字第10542847400號,展立興業有限公司,鐘崇銘,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/18,北市勞動字第10542841200號,富基電通股份有限公司,楊連芳,勞動基準法第22條第2項,工資未全額給付給勞工,
106/03/16,106/01/18,北市勞動字第10542844700號,新台北有線電視股份有限公司,王建文,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/03/16,106/01/18,北市勞動字第10542856300號,洋果影像工作室,楊詔羽,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/03/16,106/01/18,北市勞動字第10542844200號,連誠國際有限公司,連德懷,勞動基準法第22條第2項,工資未全額給付給勞工,
106/03/16,106/01/18,北市勞動字第10542853300號,陳英語(即勝新企業社),,勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第37條;勞動基準法第38條,正常工時超過法令規定;每七日中未有一日之休息作為例假;依規定應放假之日未予休假;未依規定給予特別休假,
106/03/16,106/01/18,北市勞動字第10542869200號,鼎軒有限公司,張舒涵,勞動基準法第37條,依規定應放假之日未予休假,
106/03/16,106/01/18,北市勞動字第10542851400號,陳郁芸(即宏華服飾店),,勞動基準法第30條第1項,正常工時超過法令規定,
106/03/16,106/01/18,北市勞動字第10542874700號,長興電機股份有限公司,陳照美,勞動基準法第37條,依規定應放假之日未予休假,
106/03/16,106/01/18,北市勞動字第10544018800號,威合股份有限公司,曾昭豐,勞動基準法第30條第1項,正常工時超過法令規定,
106/03/16,106/01/18,北市勞動字第10542859800號,宜蘭食品工業股份有限公司,李玉生,勞動基準法第22條第2項;勞動基準法第24條,工資未全額給付給勞工;延長工作時間未依規定加給工資,
106/03/16,106/01/18,北市勞動字第10542864800號,成城共創股份有限公司,歐敏銓,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/03/16,106/01/19,北市勞動字第10542864400號,軒昂有限公司,朱展逸,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/19,北市勞動字第10542889600號,寶御食品有限公司,陳孟君,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/03/16,106/01/19,北市勞動字第10546347600號,宸鴻光電科技股份有限公司,江朝瑞,勞動基準法第22條第2項,工資未全額給付給勞工,
106/03/16,106/01/19,北市勞動字第10542853000號,微笑單車股份有限公司,劉金標,勞動基準法第24條;勞動基準法第39條,延長工作時間未依規定加給工資;假日工資未給或於休假日工作未依規定加給工資,
106/03/16,106/01/19,北市勞動字第10630680500號,崴翔網通股份有限公司,陳文讓,勞動基準法第22條第2項,工資未全額給付給勞工,
106/03/16,106/01/20,北市勞動字第10542864900號,蔡瑞月舞蹈研究社營運管理處,蕭渥廷,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/03/16,106/01/20,北市勞動字第10542894900號,信義地政士聯合事務所,陳學良,勞動基準法第30條第1項,正常工時超過法令規定,
106/03/16,106/01/20,北市勞動字第10546346600號,香港商歌帝梵亞洲有限公司台灣分公司,Guy Alexander Edward Riddell,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,
106/03/16,106/01/20,北市勞動字第10542862000號,劉豊輝（即市民大道涮涮鍋）,,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/03/16,106/01/20,北市勞動字第10542866200號,喬聿貿易股份有限公司,陳錦宙,勞動基準法第24條;勞動基準法第37條;勞動基準法第38條,延長工作時間未依規定加給工資;依規定應放假之日未予休假;未依規定給予特別休假,
106/03/16,106/01/20,北市勞動字第10542868700號,安心食品服務股份有限公司,黃茂雄,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第39條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;假日工資未給或於休假日工作未依規定加給工資,
106/03/16,106/01/20,北市勞動字第10542851500號,安成教育文化事業有限公司,陳元榮,勞動基準法第30條第5項;勞動基準法第37條,未依規定置備勞工出勤紀錄;依規定應放假之日未予休假,
106/03/16,106/01/20,北市勞動字第10542868200號,藍新資訊股份有限公司,詹聖生,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/20,北市勞動字第10542874400號,吉帝旅行社有限公司,王文瑛,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;每七日中未有一日之休息作為例假,
106/03/16,106/01/20,北市勞動字第10542874500號,一級棒國際物業管理有限公司,李香諄,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,
106/03/16,106/01/20,北市勞動字第10542889500號,鴻遠財信管理有限公司,張家誠,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/20,北市勞動字第10542872900號,艾米塔世貿有限公司,許耕彰,勞動基準法第30條第1項,正常工時超過法令規定,
106/03/16,106/01/20,北市勞動字第10546348300號,久年營造股份有限公司,郭鵬霄,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/03/16,106/01/23,北市勞動字第10542868600號,合碩企業有限公司,王心悅,勞動基準法第38條,未依規定給予特別休假,
106/03/16,106/01/23,北市勞動字第10546495700號,?品食品有限公司,游凱勝,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,
106/03/16,106/01/23,北市勞動字第10542849800號,凱渥實業股份有限公司,洪偉明,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,
106/03/16,106/01/23,北市勞動字第10546493200號,中菲電腦股份有限公司,莊斯威,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/23,北市勞動字第10542892700號,王道商業銀行股份有限公司,駱錦明,勞動基準法第32條第2項,延長工作時間超過法令規定,
106/03/16,106/01/23,北市勞動字第10630826400號,周泊鋐（即臺北市私立高偉文理短期補習班）,,勞動基準法第30條第1項;勞動基準法第32條第2項,正常工時超過法令規定;延長工作時間超過法令規定,
106/03/16,106/01/24,北市勞動字第10542871100號,中國時報文化事業股份有限公司,蔡衍明,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/03/16,106/01/24,北市勞動字第10542857700號,中華電信股份有限公司,鄭優,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/25,北市勞動字第10542847600號,國立臺北科技大學,姚立德,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第49條第1項,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作,
106/03/16,106/01/25,北市勞動字第10542869000號,林佳璋（即偉鑫企業社）,,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/26,北市勞動字第10542893100號,聖學科技股份有限公司,李彥霖,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/03/16,106/01/26,北市勞動字第10542857500號,媚登峰健康事業股份有限公司,莊雅清,勞動基準法第24條,延長工作時間未依規定加給工資,
106/03/16,106/01/26,北市勞動字第10542869600號,富邦媒體科技股份有限公司,林福星,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,
106/03/16,106/01/26,北市勞動字第10542894600號,雅砌國際工程有限公司,朱芸禛,勞動基準法第22條第2項,工資未全額給付給勞工,
106/03/16,106/01/26,北市勞動字第10544325700號,莊增瀧(即台北市私立永安老人養護所),,勞動基準法第36條,每七日中未有一日之休息作為例假,
106/03/16,106/01/26,北市勞動字第10542873300號,美商傑明工程顧問股份有限公司,黃建源,勞動基準法第22條第2項;勞動基準法第30條第6項,工資未全額給付給勞工;出勤紀錄未逐日記載勞工出勤情形至分鐘為止,

