公告日期,處分日期,處分字號,事業單位名稱/自然人姓名,事業單位代表人,違反勞動基準法條款,違反法規內容,備註
105/09/30,104/12/22,北市勞動字第10436272600號,和碩聯合科技股份有限公司,童子賢,勞動基準法第24條;勞動基準法第32條第2項;,延長工作時間未依規定加給工資;延長工作時間超過法令規定;,
105/09/30,105/05/25,北市勞動字第10530464000號,東霖興業有限公司,黃裕武,勞動基準法第22條第2項;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第49條第1項;,工資未全額給付給勞工;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;每七日中未有一日之休息作為例假;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作;,
105/09/30,105/06/21,北市勞動字第10530508300號,財團法人佛陀教育基金會,徐業鴻,勞動基準法第38條 ;,未依規定給予特別休假;,
105/09/30,105/07/01,北市勞動字第10535608200號,大都會汽車客運股份有限公司,惠肇洪,勞動基準法第32條第2項;,延長工作時間超過法令規定;,
105/09/30,105/07/01,北市勞動字第10530542300號,台灣富士全錄股份有限公司,本多雅,勞動基準法第24條;勞動基準法第32條第1項;勞動基準法第32條第2項;勞動基準法第38條;勞動基準法第49條第1項;,延長工作時間未依規定加給工資;延長勞工工作時間未經工會或勞資會議同意;延長工作時間超過法令規定;未依規定給予特別休假;未經工會或勞資會議同意使女性於午後10時至翌晨6時時間內工作;,
105/09/30,105/07/01,北市勞動字第10530534200號,艾隆餐飲股份有限公司,蔡垂接,勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第38條;勞動基準法第39條;,延長工作時間超過法令規定;每七日中未有一日之休息作為例假;未依規定給予特別休假;假日工資未給或於休假日工作未依規定加給工資;,
105/09/30,105/07/01,北市勞動字第10530554500號,博夏有限公司,畢翰華,勞動基準法第24條;,延長工作時間未依規定加給工資;,
105/09/30,105/07/01,北市勞動字第10530566700號,鑫嘉設計有限公司,李全聖,勞動基準法第23條第1項;勞動基準法第24條;,工資未定期給付勞工;延長工作時間未依規定加給工資;,
105/09/30,105/07/01,北市勞動字第10530537700號,家瑞國際有限公司,劉桂溱,勞動基準法第30條第5項;勞動基準法第70條;,未依規定置備勞工出勤紀錄;未訂立工作規則並報請主管機關核備;,
105/09/30,105/07/01,北市勞動字第10530532300號,上德億工程有限公司,官哲良,勞動基準法第59條第1項第2款;,勞工在醫療中不能工作時，雇主未按其原領工資數額予以補償;,
105/09/30,105/07/01,北市勞動字第10530521900號,波茵特股份有限公司,高田博之,勞動基準法第37條;,依規定應放假之日未予休假;,
105/09/30,105/07/01,北市勞動字第10530540200號,台灣搜房股份有限公司,楊建傑,勞動基準法第24條;,延長工作時間未依規定加給工資;,
105/09/30,105/07/01,北市勞動字第10530517300號,金田餐飲股份有限公司,彭慧賢,勞動基準法第37條;勞動基準法第49條第5項;,依規定應放假之日未予休假;使期間妊娠女工於午後十時至翌晨六時之時間內工作;,
105/09/30,105/07/01,北市勞動字第10530501900號,可米國際影視事業股份有限公司,馮家瑞,勞動基準法第23條第1項;,工資未定期給付勞工;,
105/09/30,105/07/01,北市勞動字第10530509900號,堤麥策略行銷有限公司,黃瓊瑢,勞動基準法第22條第2項;,工資未全額給付給勞工;,
